MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI
400;ML_RM_016;ROH;EA;0.000;0.000;
400;MZ-TG-A124;HAWA;ST;1.000;0.900;G
400;ML-F01;FERT;ST;1.000;1.000;KG
400;MR300313722003;HAWA;EA;0.300;0.300;KG
400;MR700046;MODE;EA;0.200;0.200;KG
400;ML_SG_014;HALB;EA;0.000;0.000;KG
400;ML_RM_188;ROH;EA;0.000;0.000;
400;633;HALB;EA;0.000;0.000;
400;MZ-FG-DS-002;FERT;KG;0.000;0.000;
400;MR300313722004;HAWA;EA;0.300;0.300;KG
400;MZ-TG-A125;HAWA;ST;1.000;0.900;G
400;303;HALB;EA;0.000;0.000;
400;PLMPI_MATERIAL_II;HALB;KG;0.000;0.000;
400;MZ-RM-R300-09;ROH;ST;0.500;0.400;KG
400;618;HALB;EA;0.000;0.000;
400;MR700047;MODE;EA;0.200;0.200;KG
400;MONOCAPUTI;PROD;KG;0.000;0.000;
400;MR300313722005;HAWA;EA;0.300;0.300;KG
400;ML_SG_015;HALB;EA;0.000;0.000;KG
400;MZ-TG-A126;HAWA;ST;1.000;0.900;G
400;MC99945;HC01;BOX;0.000;0.000;
400;MZ-FG-E101;FERT;ST;15.000;7.000;KG
400;ML_RM_189;ROH;EA;0.000;0.000;
400;MZ-CM-C2;HALB;ST;0.000;0.000;KG
400;MDQ_DEMO_0001;HAWA;ST;4.300.000;4.200.000;KG
400;SF001;ERSA;ST;0.000;0.000;
400;619;HALB;EA;0.000;0.000;
400;MR300313722006;HAWA;EA;0.300;0.300;KG
400;ML_SG_016;HALB;EA;0.000;0.000;KG
400;MZ-CM-C3;HALB;ST;0.000;0.000;KG
400;ML_RM_236;ROH;EA;0.000;0.000;
400;MR411120;HAWA;EA;0.200;0.200;KG
400;DS_PROD212;FERT;EA;1.000;1.000;KG
400;MDQ_DEMO_0002;HAWA;ST;4.300.000;4.200.000;KG
400;MR300313722007;HAWA;EA;0.300;0.300;KG
400;MZ-TG-A127;HAWA;ST;1.000;0.900;G
400;620;HALB;EA;0.000;0.000;
400;ML_RM_190;ROH;EA;0.000;0.000;
400;EWM-A24;HAWA;ST;20.000;20.000;KG
400;ML-F11;HALB;ST;1.000;1.000;KG
400;MDQ_DEMO_0003;HAWA;ST;4.300.000;4.200.000;KG
400;HC81001;HC01;BOX;0.000;0.000;
400;MR300313722008;HAWA;EA;0.300;0.300;KG
400;641;HALB;EA;0.000;0.000;
400;MZ-TG-TP1-A131;HAWA;EA;1.000;1.000;KG
400;TG10;HAWA;ST;1.000;0.900;G
400;ML-F02;FERT;ST;1.000;1.000;KG
400;MZ-TG-A129;HAWA;ST;1.000;0.900;G
400;ML_RM_017;ROH;EA;0.000;0.000;
400;MDQ_DEMO_0004;HAWA;ST;4.300.000;4.200.000;KG
400;MR300313722009;HAWA;EA;0.300;0.300;KG
400;642;HALB;EA;0.000;0.000;
400;ML_RM_191;ROH;EA;0.000;0.000;
400;S4-MTS1;FERT;ST;15.000;7.000;KG
400;MZ-TG-TP1-A132;HAWA;EA;1.000;1.000;KG
400;MDQ_DEMO_0005;HAWA;ST;4.300.000;4.200.000;KG
400;643;HALB;EA;0.000;0.000;
400;ML_RM_018;ROH;EA;0.000;0.000;
400;EWM-A25;HAWA;ST;20.000;20.000;KG
400;MR320212;HAWA;EA;70.000;70.000;OZ
400;ML-F03;FERT;ST;1.000;1.000;KG
400;MR300313722010;HAWA;EA;0.300;0.300;KG
400;MDQ_DEMO_0006;HAWA;ST;4.300.000;4.200.000;KG
400;MZ-TG-TP1-A133;HAWA;EA;1.000;1.000;KG
400;644;HALB;EA;0.000;0.000;
400;EWM-A26;HAWA;ST;20.000;20.000;KG
400;MR320213;HAWA;EA;70.000;70.000;OZ
400;ML_RM_019;ROH;EA;0.000;0.000;
400;625;HALB;EA;0.000;0.000;
400;ML-F12;HALB;ST;1.000;1.000;KG
400;MDQ_DEMO_0007;HAWA;ST;4.300.000;4.200.000;KG
400;EWM-A27;HAWA;ST;20.000;20.000;KG
400;MZ-TG-A122;HAWA;ST;1.000;0.900;G
400;EWM-A41B;HALB;EA;1.000;1.000;KG
400;MZ-TG-TP1-A134;HAWA;EA;1.000;1.000;KG
400;MR74825;HAWA;EA;0.300;0.300;KG
400;626;HALB;EA;0.000;0.000;
400;ML_RM_020;ROH;EA;0.000;0.000;
400;ML-F51;ROH;ST;1.000;1.000;KG
400;ML_RM_192;ROH;EA;0.000;0.000;
400;MDQ_DEMO_0008;HAWA;ST;4.300.000;4.200.000;KG
400;EWM-A28;HAWA;ST;20.000;20.000;KG
400;MZ-TG-A128;HAWA;ST;1.000;0.900;G
400;MZ-TG-TP1-A136;HAWA;EA;1.000;1.000;KG
400;627;HALB;EA;0.000;0.000;
400;MZ-RM-BD01;ROH;EA;0.500;0.450;KG
400;686;SERV;EA;0.000;0.000;KG
400;MH99543-B;HC01;EA;0.000;0.000;
400;MR585167;ZFRT;EA;0.400;0.350;KG
400;MDQ_DEMO_0009;HAWA;ST;4.300.000;4.200.000;KG
400;ML_RM_193;ROH;EA;0.000;0.000;
400;ML_RM_035;ROH;EA;0.000;0.000;
400;DS_MAT_PG;PROD;EA;0.000;0.000;
400;MZ-RM-R300-01;ROH;ST;1.500;1.400;KG
400;628;HALB;EA;0.000;0.000;
400;MZ-CM-C4;HALB;ST;0.000;0.000;KG
400;MZ-FG-SP01;FERT;EA;0.000;0.000;KG
400;ML_RM_194;ROH;EA;0.000;0.000;
400;MDQ_DEMO_0000;HAWA;ST;4.300.000;4.200.000;KG
800;DS-FG10-2;FERT;KG;100.000;100.000;KG
400;ML_RM_036;ROH;EA;0.000;0.000;
400;CH-4130;VERP;EA;0.000;60.000;LB
400;WT_FM_001;KMAT;ST;0.000;0.000;KG
400;629;HALB;EA;0.000;0.000;
400;MZ-CM-C5;HALB;ST;0.000;0.000;KG
400;ML-F52;ROH;ST;1.000;1.000;KG
400;EWM-A01B1;HAWA;ST;150.000;150.000;KG
400;ML_RM_101;ROH;EA;0.000;0.000;
400;MDQ_DEM1_0000;HAWA;ST;4.300.000;4.200.000;KG
400;ML_RM_037;ROH;EA;0.000;0.000;
400;MZ-FG-E180;FERT;EA;1.200;1.000;KG
400;MZ-CM-C6;HALB;ST;0.000;0.000;KG
400;630;HALB;EA;0.000;0.000;
400;IBP-100;FERT;EA;1.000;1.000;KG
400;ML_RM_102;ROH;EA;0.000;0.000;
400;MDQ_DEM1_0001;HAWA;ST;4.300.000;4.200.000;KG
400;MZ-TG-30;HAWA;ST;1.000;0.900;G
400;ML_RM_038;ROH;EA;0.000;0.000;
800;DS-FG11;FERT;KG;0.000;0.000;KG
400;ATP_PROD09;FERT;EA;1.000;1.000;KG
400;MZ-CM-C7;HALB;ST;0.000;0.000;KG
400;631;HALB;EA;0.000;0.000;
400;MZ-RM-FS-NOG-10;ROH;EA;0.000;0.000;
400;IBP-110;FERT;EA;1.000;1.000;KG
400;ML_RM_103;ROH;EA;0.000;0.000;
400;ML_RM_039;ROH;EA;0.000;0.000;
400;MDQ_DEM1_0002;HAWA;ST;4.300.000;4.200.000;KG
400;645;HALB;EA;0.000;0.000;
800;DS-FG12;FERT;KG;0.000;0.000;KG
400;MZ-CM-C8;HALB;ST;0.000;0.000;KG
400;MZ-RM-FS-NOG-5;ROH;EA;0.000;0.000;
400;DS1_PROD05;FERT;EA;1.000;1.000;KG
400;ML_RM_104;ROH;EA;0.000;0.000;
400;MZ-RM-E101-01;ROH;ST;0.000;0.000;
400;ML_RM_040;ROH;EA;0.000;0.000;
400;MDQ_DEM1_0003;HAWA;ST;4.300.000;4.200.000;KG
400;DS_PROD210;FERT;EA;1.000;1.000;KG
400;649;HALB;EA;0.000;0.000;
400;MZ-FG-F100;KMAT;ST;1.500.000;1.500.000;KG
400;MZ-RM-FS-TYPE-S;ROH;EA;0.000;0.000;
400;ML_RM_105;ROH;EA;0.000;0.000;
400;DS2_PROD01;FERT;EA;1.000;1.000;KG
400;MZ-RM-E101-02;ROH;ST;0.000;0.000;
400;ML_RM_041;ROH;EA;0.000;0.000;
800;DS-FG11-1;FERT;KG;100.000;100.000;KG
400;634;HALB;EA;0.000;0.000;
400;P-711;FERT;EA;0.000;0.000;KG
400;MDQ_DEM1_0004;HAWA;ST;4.300.000;4.200.000;KG
400;MZ-RM-FS-TYPE-N;ROH;EA;0.000;0.000;
400;MZ-RM-E101-04;ROH;ST;0.000;0.000;
400;DS2_PROD02;FERT;EA;1.000;1.000;KG
400;ML_RM_042;ROH;EA;0.000;0.000;
400;ML_RM_106;ROH;EA;0.000;0.000;
400;635;HALB;EA;0.000;0.000;
400;353;FERT;EA;0.000;0.000;KG
400;MDQ_DEM1_0005;HAWA;ST;4.300.000;4.200.000;KG
400;372;ROH;EA;0.000;0.000;
400;MZ-RM-FS-L;ROH;EA;0.000;0.000;
400;DS_PROD211;FERT;EA;1.000;1.000;KG
400;MZ-RM-E101-05;ROH;ST;0.000;0.000;
400;DS2_PROD03;FERT;EA;1.000;1.000;KG
400;ML_RM_043;ROH;EA;0.000;0.000;
400;636;HALB;EA;0.000;0.000;
400;385;ROH;EA;0.000;0.000;
400;MDQ_DEM1_0006;HAWA;ST;4.300.000;4.200.000;KG
400;373;ROH;EA;0.000;0.000;
400;ML_RM_107;ROH;EA;0.000;0.000;
400;MZ-RM-FS-M;ROH;EA;0.000;0.000;
400;637;HALB;EA;0.000;0.000;
400;DS2_PROD04;FERT;EA;1.000;1.000;KG
400;386;ROH;EA;0.000;0.000;
400;MR411121;HAWA;EA;0.200;0.200;KG
400;ML_RM_044;ROH;EA;0.000;0.000;
400;ML-TG12;HAWA;ST;1.000;0.900;G
400;414;HALB;EA;0.000;0.000;
400;ML_RM_108;ROH;EA;0.000;0.000;
400;638;HALB;EA;0.000;0.000;
400;185;HALB;EA;0.000;0.000;
400;DS2_PROD05;FERT;EA;1.000;1.000;KG
400;ML_RM_045;ROH;EA;0.000;0.000;
400;PI-4170;ROH;KG;0.000;0.000;KG
400;MR411122;HAWA;EA;0.200;0.200;KG
400;ML_RM_109;ROH;EA;0.000;0.000;
400;374;ROH;EA;0.000;0.000;
400;639;HALB;EA;0.000;0.000;
400;ML_RM_046;ROH;EA;0.000;0.000;
400;MRP_PROD04;FERT;EA;1.000;1.000;KG
400;MDQ_DEM1_0007;HAWA;ST;4.300.000;4.200.000;KG
400;PI-4180;ROH;KG;0.000;0.000;KG
400;DS3_PROD01;FERT;EA;1.000;1.000;KG
400;CONCRETE;HALB;YD;210.000;120.000;KG
400;139;HALB;EA;0.000;0.000;
400;ML_RM_092;ROH;EA;0.000;0.000;
400;640;HALB;EA;0.000;0.000;
400;375;ROH;EA;0.000;0.000;
400;ML_RM_047;ROH;EA;0.000;0.000;
400;PI-4190;ROH;KG;0.000;0.000;KG
400;RM12;ROH;ST;0.500;0.400;KG
400;MDQ_DEM1_0008;HAWA;ST;4.300.000;4.200.000;KG
400;DS3_PROD02;FERT;EA;1.000;1.000;KG
400;MR411123;HAWA;EA;0.200;0.200;KG
400;MZ-FG-E103;FERT;ST;15.000;7.000;KG
400;ML_RM_094;ROH;EA;0.000;0.000;
400;504;HALB;EA;0.000;0.000;
400;376;ROH;EA;0.000;0.000;
400;ML_RM_048;ROH;EA;0.000;0.000;
400;MH99945;HC01;BOX;0.000;0.000;
400;MDQ_DEM1_0009;HAWA;ST;4.300.000;4.200.000;KG
400;FG226;FERT;ST;7.400;5.000;KG
400;DS3_PROD03;FERT;EA;1.000;1.000;KG
400;MZ-RM-E102-05;ROH;ST;0.000;0.000;
400;MR411124;HAWA;EA;0.200;0.200;KG
400;ML_RM_093;ROH;EA;0.000;0.000;
400;505;HALB;EA;0.000;0.000;
400;377;ROH;EA;0.000;0.000;
400;ML_RM_049;ROH;EA;0.000;0.000;
400;MR516206006;MODE;EA;0.200;0.200;KG
400;DS3_PROD04;FERT;EA;1.000;1.000;KG
400;MZ-TG-A26;HAWA;EA;1.000;1.000;KG
400;RP001;LEIH;ST;20.000;20.000;KG
400;MZ-RM-E102-04;ROH;ST;0.000;0.000;
400;ML_RM_095;ROH;EA;0.000;0.000;
400;MR411125;HAWA;EA;0.200;0.200;KG
400;506;HALB;EA;0.000;0.000;
400;ML_RM_050;ROH;EA;0.000;0.000;
400;387;ROH;EA;0.000;0.000;
400;378;ROH;EA;0.000;0.000;
400;PP-SG02;HALB;L;0.000;0.000;
400;DS3_PROD05;FERT;EA;1.000;1.000;KG
400;MZ-TG-A25;HAWA;EA;1.000;1.000;KG
400;SG224;HALB;ST;0.500;0.200;KG
400;ML_RM_096;ROH;EA;0.000;0.000;
400;517;HALB;EA;0.000;0.000;
400;ML_RM_051;ROH;EA;0.000;0.000;
400;388;ROH;EA;0.000;0.000;
400;379;ROH;EA;0.000;0.000;
400;MR411126;HAWA;EA;0.200;0.200;KG
400;ML_RM_097;ROH;EA;0.000;0.000;
400;CH-1120;ROH;EA;0.000;15.000;OZ
400;571;HALB;EA;0.000;0.000;
400;ML_RM_052;ROH;EA;0.000;0.000;
400;MR200001001;ZROH;M;0.000;0.000;KG
400;DS4_PROD01;FERT;EA;1.000;1.000;KG
400;380;ROH;EA;0.000;0.000;
400;MZ-RM-E102-02;ROH;ST;0.000;0.000;
400;CP-FD1115;ROH;KG;0.000;0.000;
400;646;HALB;EA;0.000;0.000;
400;ML_RM_098;ROH;EA;0.000;0.000;
400;MR585170;ZFRT;EA;0.400;0.350;KG
400;MR200002001;ZROH;EA;0.000;0.000;KG
400;ML_SG_017;HALB;EA;0.000;0.000;KG
400;MR411127;HAWA;EA;0.200;0.200;KG
400;381;ROH;EA;0.000;0.000;
400;647;HALB;EA;0.000;0.000;
400;CP-FD1120;ROH;G;0.000;0.000;
400;MR311129;HAWA;ST;12.000;12.000;OZ
400;MZ-RM-E102-01;ROH;ST;0.000;0.000;
400;MR200003001;ZROH;CNS;0.000;0.000;KG
400;DS4_PROD02;FERT;EA;1.000;1.000;KG
400;ML_RM_099;ROH;EA;0.000;0.000;
400;648;HALB;EA;0.000;0.000;
400;ML_SG_018;HALB;EA;0.000;0.000;KG
400;MZ-FG-C900;FERT;ST;15.000;7.000;KG
400;MH85001;HC01;EA;0.000;0.000;
400;CP-FD1125;ROH;G;0.000;0.000;
400;382;ROH;EA;0.000;0.000;
400;601;HALB;EA;0.000;0.000;
400;MR585170001;ZFRT;EA;0.400;0.350;KG
400;MR411128;HAWA;EA;0.200;0.200;KG
400;DS4_PROD03;FERT;EA;1.000;1.000;KG
400;ML_RM_100;ROH;EA;0.000;0.000;
400;MH70001;HAWA;BOX;0.000;0.000;
400;ML_SG_019;HALB;EA;0.000;0.000;KG
400;MZ-FG-E102;FERT;ST;15.000;7.000;KG
400;650;HALB;EA;0.000;0.000;
400;383;ROH;EA;0.000;0.000;
400;CP-FD1130;ROH;G;0.000;0.000;
400;MH70004;HAWA;BOX;0.000;0.000;
400;ML_SG_020;HALB;EA;0.000;0.000;KG
400;MR411129;HAWA;EA;0.200;0.200;KG
400;MZ-RM-E103-01;ROH;ST;0.000;0.000;
400;MR516159;MODE;ST;0.200;0.200;KG
400;384;ROH;EA;0.000;0.000;
400;ML_RM_327;ROH;EA;0.000;0.000;
400;651;HALB;EA;0.000;0.000;
400;DS4_PROD04;FERT;EA;1.000;1.000;KG
400;MH70006;HAWA;BOX;0.000;0.000;
400;ML_SG_021;HALB;EA;0.000;0.000;KG
400;ML-F54;ROH;ST;1.000;1.000;KG
400;CP-FD1135;ROH;G;0.000;0.000;
400;MR411210;HAWA;EA;0.200;0.200;KG
400;652;HALB;EA;0.000;0.000;
400;ML_SG_040;HALB;EA;0.000;0.000;KG
400;PP-RM12;ROH;ST;1.500;1.400;KG
400;389;ROH;EA;0.000;0.000;
400;MZ-TG-40;HAWA;ST;1.000;0.900;G
400;MR516160;MODE;ST;0.200;0.200;KG
400;CP-FD1215;ROH;G;0.000;0.000;
400;MR411211;HAWA;EA;0.200;0.200;KG
400;ML_RM_059;ROH;EA;0.000;0.000;
400;DS4_PROD05;FERT;EA;1.000;1.000;KG
400;653;HALB;EA;0.000;0.000;
400;CH-1441;YQRM;LB;1.000;0.000;LB
400;MG-TG-40;HAWA;ST;1.000;0.900;G
400;MR585161;ZFRT;EA;0.400;0.350;KG
400;CP-FD1140;ROH;KG;0.000;0.000;
400;MR411311;HAWA;EA;0.200;0.200;KG
400;PI-4100;HALB;KG;1.000;0.000;KG
400;654;HALB;EA;0.000;0.000;
400;ML_RM_195;ROH;EA;0.000;0.000;
400;CH-8909;IBAU;EA;0.000;0.000;
400;MR516161;MODE;ST;0.200;0.200;KG
400;MR200001;ZROH;M;0.000;0.000;KG
400;ML_RM_060;ROH;EA;0.000;0.000;
400;CP-FD1145;ROH;G;0.000;0.000;
400;MR411312;HAWA;EA;0.200;0.200;KG
400;ML-RM-P300-02;ROH;EA;0.000;0.000;
400;ATO-RM01;ROH;ST;0.500;0.400;KG
400;655;HALB;EA;0.000;0.000;
400;ML_RM_196;ROH;EA;0.000;0.000;
400;HM80008;HC01;EA;0.000;0.000;
400;MR200002;ZROH;EA;0.000;0.000;KG
400;MR516162;MODE;ST;0.200;0.200;KG
400;ML_RM_061;ROH;EA;0.000;0.000;
400;SP001;ERSA;ST;0.000;0.000;
400;ATO-RM02;ROH;ST;0.500;0.400;KG
400;656;HALB;EA;0.000;0.000;
400;ML-F53;ROH;ST;1.000;1.000;KG
400;ML_RM_197;ROH;EA;0.000;0.000;
400;MR200003;ZROH;CNS;0.000;0.000;KG
400;MR411411;HAWA;EA;0.200;0.200;KG
400;ML_RM_062;ROH;EA;0.000;0.000;
400;951;VOLL;EA;7.500;7.280;KG
400;ML_RM_021;ROH;EA;0.000;0.000;
400;MR516163;MODE;ST;0.200;0.200;KG
400;657;HALB;EA;0.000;0.000;
400;DSN_RAW100;ROH;EA;12.000;10.000;KG
400;ML_RM_198;ROH;EA;0.000;0.000;
400;ATO-FG01;FERT;ST;7.400;5.000;KG
400;MR200004;ZROH;EA;0.000;0.000;KG
400;ML_RM_053;ROH;EA;0.000;0.000;
400;MR411412;HAWA;EA;0.200;0.200;KG
400;SP002;ERSA;ST;0.000;0.000;
400;658;HALB;EA;0.000;0.000;
400;TG015;HAWA;ST;1.000;0.900;G
400;ML_RM_199;ROH;EA;0.000;0.000;
400;MR585161001;ZFRT;EA;0.400;0.350;KG
400;ATO-RM03;ROH;ST;0.500;0.400;KG
400;ML_RM_022;ROH;EA;0.000;0.000;
400;ML_RM_054;ROH;EA;0.000;0.000;
400;659;HALB;EA;0.000;0.000;
400;SP003;ERSA;ST;0.000;0.000;
400;MZ-RM-R200-09;ROH;ST;0.500;0.400;KG
400;ML_RM_200;ROH;EA;0.000;0.000;
400;MR585161002;ZFRT;EA;0.400;0.350;KG
400;ATO-RM04;ROH;ST;0.500;0.400;KG
400;ML_RM_055;ROH;EA;0.000;0.000;
400;MR516164;MODE;ST;0.200;0.200;KG
400;660;HALB;EA;0.000;0.000;
400;MR411420;HAWA;EA;0.200;0.200;KG
400;SP005;ERSA;ST;0.000;0.000;
400;MZ-RM-R200-08;ROH;ST;0.500;0.400;KG
400;MR585161003;ZFRT;EA;0.400;0.350;KG
400;DS2_MAT_PG;PROD;EA;0.000;0.000;
400;ATO-FG02;FERT;ST;7.400;5.000;KG
400;661;HALB;EA;0.000;0.000;
400;MR516165;MODE;ST;0.200;0.200;KG
400;ML_RM_201;ROH;EA;0.000;0.000;
400;MR411421;HAWA;EA;0.200;0.200;KG
400;JWM1;HAWA;ST;1.000;0.900;KG
400;ML_RM_056;ROH;EA;0.000;0.000;
400;MR585161004;ZFRT;EA;0.400;0.350;KG
400;MZ-FG-E194;FERT;EA;0.020;0.020;KG
400;MZ-CM-C1;HALB;ST;0.000;0.000;KG
400;MR516166;MODE;ST;0.200;0.200;KG
400;MZ-RM-R200-07;ROH;ST;0.500;0.400;KG
400;MR411520;HAWA;EA;0.200;0.200;KG
400;ML_RM_202;ROH;EA;0.000;0.000;
400;MCM1;HAWA;ST;11.000;10.500;LB
400;DS3_MAT_PG;PROD;EA;0.000;0.000;
400;ML_RM_057;ROH;EA;0.000;0.000;
400;S4_SPIDER;KMAT;ST;0.000;0.000;
400;MH85002;HC01;EA;0.000;0.000;
400;MR516112;MODE;ST;0.200;0.200;KG
400;ML_RM_203;ROH;EA;0.000;0.000;
400;SHM1;HAWA;ST;1.000;0.900;KG
400;MZ-FG-E206;ROH;ST;0.000;0.000;KG
400;EWM-A40B;FERT;EA;2.000;2.000;KG
400;ML_RM_058;ROH;EA;0.000;0.000;
400;MZ-RM-R200-06;ROH;ST;0.500;0.400;KG
400;MR516112001;MODE;ST;0.200;0.200;KG
400;MZ-TG-P003;HAWA;ST;1.000;0.900;G
400;DS4_MAT_PG;PROD;EA;0.000;0.000;
400;ML_RM_204;ROH;EA;0.000;0.000;
400;MZ-FG-PR01;FERT;ST;13.000.000;10.000.000;KG
400;ML_RM_063;ROH;EA;0.000;0.000;
400;CH-1030;YQST;LB;0.000;0.000;
400;MR411521;HAWA;EA;0.200;0.200;KG
400;AGM1;HAWA;ST;1.000;0.900;KG
400;MZ-RM-M520-06;ROH;ST;0.500;0.400;KG
400;WT_BLD_002;ROH;ST;0.000;0.000;
400;ML_RM_064;ROH;EA;0.000;0.000;
400;ML_RM_205;ROH;EA;0.000;0.000;
400;422;HAWA;ST;1.000;0.900;G
400;242;HALB;EA;0.000;0.000;
400;MR411610;HAWA;EA;0.200;0.200;KG
400;CSM1;HAWA;ST;1.000;0.900;KG
400;S4_SPIDER_ECM;KMAT;ST;0.000;0.000;
400;MH85004;HC01;EA;0.000;0.000;
400;MZ-FG-E121;HAWA;ST;13.000.000;10.000.000;KG
400;ML_RM_206;ROH;EA;0.000;0.000;
400;ML_RM_065;ROH;EA;0.000;0.000;
400;MZ-RM-R200-05;ROH;ST;1.500;1.400;KG
400;MZ_FG_P014;FERT;ST;110.000;110.000;KG
400;MR516112002;MODE;ST;0.200;0.200;KG
400;CP-FD11230;ROH;G;0.000;0.000;
400;MR411611;HAWA;EA;0.200;0.200;KG
400;MR200001002;ZROH;M;0.000;0.000;KG
400;HT13-C11501;HALB;CCM;1.000;1.000;G
400;DS_PROD100;FERT;EA;1.000;1.000;KG
400;ML_RM_207;ROH;EA;0.000;0.000;
400;TRANSITION_PACK1;FERT;KG;0.000;0.000;KG
400;ML_RM_066;ROH;EA;0.000;0.000;
400;CP-FD-VITC;ROH;KG;0.000;0.000;
400;MR411820;HAWA;EA;0.200;0.200;KG
400;MZ-RM-R200-04;ROH;ST;2.500;2.400;KG
400;MR200003002;ZROH;CNS;0.000;0.000;KG
400;MR311619;HAWA;EA;0.200;0.200;KG
400;ML_RM_208;ROH;EA;0.000;0.000;
400;TRANSITION_1_2;FERT;KG;0.000;0.000;KG
400;MR516120;MODE;EA;0.200;0.200;KG
400;MZ-FG-P100;FERT;EA;0.000;0.000;KG
400;HT13-C11502;HALB;ST;24.800;24.800;G
400;MZ-RM-R200-03;ROH;ST;0.500;0.400;KG
400;MR411821;HAWA;EA;0.200;0.200;KG
400;390;ROH;EA;0.000;0.000;
400;ML_RM_067;ROH;EA;0.000;0.000;
400;PI-4230;VERP;EA;10.000;10.000;G
400;ML_RM_209;ROH;EA;0.000;0.000;
400;CP-FD-FAT;ROH;KG;0.000;0.000;
400;MZ-RM-R200-02;ROH;ST;0.500;0.400;KG
400;MR411910;HAWA;EA;0.200;0.200;KG
400;137;HALB;EA;0.000;0.000;
400;MR200002002;ZROH;EA;0.000;0.000;KG
400;ML_SG_026;HALB;EA;0.000;0.000;KG
400;HT13-C11503;HALB;ST;2.500;2.500;G
400;TABASCO;HALB;KG;0.000;0.000;
400;TG14;HAWA;ST;1.000;0.900;G
400;ML_RM_210;ROH;EA;0.000;0.000;
400;MR411911;HAWA;EA;0.200;0.200;KG
400;391;ROH;EA;0.000;0.000;
400;138;HALB;EA;0.000;0.000;
400;MR311621;HAWA;EA;0.200;0.200;KG
400;ML_RM_068;ROH;EA;0.000;0.000;
400;CH-1010;YQST;LB;0.000;0.000;LB
400;OREGANO;HALB;G;0.000;0.000;
400;MR412113;HAWA;EA;0.200;0.200;KG
400;MR585167001;ZFRT;EA;0.400;0.350;KG
400;MR516120001;MODE;EA;0.200;0.200;KG
400;PI-4250;VERP;EA;10.000;10.000;G
400;ML_RM_211;ROH;EA;0.000;0.000;
400;ML_RM_069;ROH;EA;0.000;0.000;
400;HT13-C11504;HALB;ST;1.055;1.055;G
400;CP-FD-CITRIC;ROH;KG;0.000;0.000;
400;MR412114;HAWA;EA;0.200;0.200;KG
400;MZ-RM-R200-01;ROH;ST;1.500;1.400;KG
400;MR585167002;ZFRT;EA;0.400;0.350;KG
400;MR311630;HAWA;EA;0.200;0.200;KG
400;ML_RM_212;ROH;EA;0.000;0.000;
400;MR516120002;MODE;EA;0.200;0.200;KG
400;ML_RM_070;ROH;EA;0.000;0.000;
400;BASIL;HALB;KG;0.000;0.000;
400;MZ-RM-R100-10;ROH;ST;0.000;0.000;
400;MR412122;HAWA;EA;0.200;0.200;KG
400;MR585167003;ZFRT;EA;0.400;0.350;KG
400;MR311645;HAWA;EA;0.200;0.200;KG
400;ML_RM_213;ROH;EA;0.000;0.000;
400;HT13-C11505;HALB;ST;6.350;6.350;G
400;ML_SG_025;HALB;EA;0.000;0.000;KG
400;MZ-RM-E103-02;ROH;ST;0.000;0.000;
400;MR412123;HAWA;EA;0.200;0.200;KG
400;CP-FD1000;HALB;KG;0.000;0.000;
400;122;KMAT;EA;1.000;1.000;KG
400;CONTROL_UNIT;HALB;EA;0.000;0.000;
400;MR516120003;MODE;EA;0.200;0.200;KG
400;ML_RM_214;ROH;EA;0.000;0.000;
400;ML_RM_240;ROH;EA;0.000;0.000;
400;MZ-RM-R100-09;ROH;ST;0.000;0.000;
400;MR412141;HAWA;EA;0.200;0.200;KG
400;MR571000;HAWA;EA;0.300;0.300;KG
400;HT13-S10508;FERT;ST;110.000;110.000;G
400;MR_NOTIF;HAWA;ST;20.000;20.000;OZ
400;MZ-SG-SP01;HALB;EA;0.000;0.000;
400;ML_RM_215;ROH;EA;0.000;0.000;
400;ML_RM_241;ROH;EA;0.000;0.000;
400;MZ-RM-R100-08;ROH;ST;0.000;0.000;
400;MR516120004;MODE;EA;0.200;0.200;KG
400;ML_RM_023;ROH;EA;0.000;0.000;
400;MR571000001;HAWA;EA;0.300;0.300;KG
400;MR412142;HAWA;EA;0.200;0.200;KG
400;ML_RM_216;ROH;EA;0.000;0.000;
400;MZ-TG-SP01;HAWA;EA;0.000;0.000;KG
400;ML_RM_242;ROH;EA;0.000;0.000;
400;MR516112024;MODE;ST;0.200;0.200;KG
400;MZ-RM-R100-07;ROH;ST;0.000;0.000;
400;MR516120005;MODE;EA;0.200;0.200;KG
400;254;HALB;EA;0.000;0.000;
400;ML_RM_071;ROH;EA;0.000;0.000;
400;MR412310;HAWA;EA;0.200;0.200;KG
400;MR571000002;HAWA;EA;0.300;0.300;KG
400;ML_RM_217;ROH;EA;0.000;0.000;
400;MR585168;ZFRT;EA;0.400;0.350;KG
400;MH81008;NLAG;EA;0.000;0.000;
400;501;HALB;EA;0.000;0.000;
400;MR318411;HAWA;EA;0.000;0.000;KG
400;MZ-CM158-1;HALB;EA;0.000;0.000;KG
400;ML_RM_072;ROH;EA;0.000;0.000;
400;MZ-TG-A132;HAWA;ST;4.000;4.000;KG
400;ML_RM_218;ROH;EA;0.000;0.000;
400;MZ_CART_REPL;HAWA;H;1.000;0.900;G
400;MR571000003;HAWA;EA;0.300;0.300;KG
400;MR531101;MODE;EA;0.000;0.000;KG
400;MR585168001;ZFRT;EA;0.400;0.350;KG
400;ML_RM_073;ROH;EA;0.000;0.000;
