MANDT;MATNR;STPRS;BKLAS
400;MR320212;0.00;3100
400;MR311630;0.00;3100
400;IBP-301-R;Mar 30;3000
400;MR300495181007;0.00;3100
400;MR516206007;0.00;3100
400;ATP-E213;446.91;7920
400;MR516112013;0.00;3100
400;MR516147;0.00;3100
400;MR516150004;0.00;3100
400;MR411123;0.00;3100
400;MR320213;0.00;3100
400;MR314163;0.00;3100
400;IBP-302-R;Mar 30;3000
400;MR516112015;0.00;3100
400;MR300495181008;0.00;3100
400;MR516148;0.00;3100
400;ATP-E214;446.91;7920
400;MR516150004;0.00;3100
400;MR320213;0.00;3100
400;MR311128;0.00;3100
400;IBP-311-R;Mar 30;3000
400;MR516148;0.00;3100
400;MR516112014;0.00;3100
400;MR300495181009;0.00;3100
400;ATP-E215;446.91;7920
400;MR516112019;0.00;3100
400;MR516150004;0.00;3100
400;MR320214;0.00;3100
400;MR315341;0.00;3100
400;IBP-312-R;Mar 30;3000
400;MR516148;0.00;3100
400;MR300495181010;0.00;3100
400;MR516112014;0.00;3100
400;R203;Apr 40;7900
400;MR700046;0.00;3100
400;MR320214;0.00;3100
400;MR516101001;0.00;3100
400;MR320214;0.00;3100
400;IBP-322-R;Mar 30;3000
400;MR516149;0.00;3100
400;MR115195;0.00;3100
400;MR411123;0.00;3100
400;T-RD300;0.01;3000
400;MR516112015;0.00;3100
400;MR320215;0.00;3100
400;MR516206010;0.00;3100
400;MR319112;0.00;3100
400;MR516149;0.00;3100
400;IBP-110;309.43;7920
400;MR516101001;0.00;3100
400;MR300015407;0.00;3100
400;MR411421;0.00;3100
400;MR320215;0.00;3100
400;MR516112015;0.00;3100
400;CP-001;90.84;3000
400;MR319212;0.00;3100
400;MR516149;0.00;3100
400;IBP-120;309.43;7920
400;MR516112009;0.00;3100
400;MR516101001;0.00;3100
400;MR411125;0.00;3100
400;MR300612775;0.00;3100
400;MR320216;0.00;3100
400;CP-001;14.52;3000
400;MR585158;0.00;3100
400;MR311121;0.00;3100
400;IBP-210;309.43;7920
400;MR516112016;0.00;3100
400;MR300613249;0.00;3100
400;MR516101002;0.00;3100
400;MR411911;0.00;3100
400;MR320216;0.00;3100
400;MR516120022;0.00;3100
400;MR585158;0.00;3100
400;MR311511;0.00;3100
400;IBP-220;309.43;7920
400;MR516112016;0.00;3100
400;PP-RM08;09. Jun;3000
400;MR300613249001;0.00;3100
400;MR411124;0.00;3100
400;MR411120;0.00;3100
400;MR516101002;0.00;3100
400;MR516131;0.00;3100
400;MR585158;0.00;3100
400;IBP-310;309.43;7920
400;MR315311;0.00;3100
400;MR516112017;0.00;3100
400;PP-RM08;Jan 45;3000
400;MR300613249002;0.00;3100
400;MR411120;0.00;3100
400;MR311812;0.00;3100
400;MR585159;0.00;3100
400;MR700028;0.00;3100
400;MR516101002;0.00;3100
400;IBP-320;309.43;7920
400;MR311621;0.00;3100
400;PP-RM08;10.00;3000
400;MR516112017;0.00;3100
400;MR300613249003;0.00;3100
400;MR411121;0.00;3100
400;MR412611;0.00;3100
400;MR585159;0.00;3100
400;SPACE_MAT;3141.48;7920
400;MR314312;0.00;3100
400;MR516101003;0.00;3100
400;MR516112018;0.00;3100
400;MR516101010;0.00;3100
400;PP-FG09;1370.53;7920
400;MR300613249004;0.00;3100
400;MR411121;0.00;3100
400;MR311231;0.00;3100
400;MR585159;0.00;3100
400;MOTORS;3141.48;7920
400;MR311125;0.00;3100
400;PP-FG09;300.00;7920
400;MR516112018;0.00;3100
400;MR516101003;0.00;3100
400;MR300613249005;0.00;3100
400;MR516120006;0.00;3100
400;MR411122;0.00;3100
400;MR412141;0.00;3100
400;MR595158;0.00;3100
400;TG24;13.00;3100
400;MR311122;0.00;3100
400;ML_FG_0003;150000.00;7900
400;MR300613249006;0.00;3100
400;MR411122;0.00;3100
400;MR516112019;0.00;3100
400;MR516101003;0.00;3100
400;MR595158;0.00;3100
400;MR412113;0.00;3100
400;MZ-TG-E107;10.00;3100
400;MR311291;0.00;3100
400;MR516158;0.00;3100
400;ATO-FG01;27.19;7920
400;MR300613249007;0.00;3100
400;MR516112019;0.00;3100
400;MR595158;0.00;3100
400;MR411120;0.00;3100
400;MR516101004;0.00;3100
400;MR411123;0.00;3100
400;MR320213;0.00;3100
400;MZ-TG-A20;10.00;3100
400;MR516206005;0.00;3100
400;MR300613249008;0.00;3100
400;ATO-RM01;0.25;3000
400;MR516112020;0.00;3100
400;MR595159;0.00;3100
400;MR412114;0.00;3100
400;MR320212;0.00;3100
400;MR411123;0.00;3100
400;MRP_RAW01;Mar 30;3000
400;MR300613249009;0.00;3100
400;ATO-RM02;0.25;3000
400;MR595159;0.00;3100
400;MR319211;0.00;3100
400;MR516101025;0.00;3100
400;MR516112020;0.00;3100
400;MR311130;0.00;3100
400;MR516101004;0.00;3100
400;MRP_RAW01;Mar 30;3000
400;MR411124;0.00;3100
400;ATO-FG02;27.19;7920
400;MR595159;0.00;3100
400;MR411129;0.00;3100
400;MR300613249010;0.00;3100
400;MR320215;0.00;3100
400;MR516112021;0.00;3100
400;MR535158;0.00;3100
400;MR516101004;0.00;3100
400;MR411124;0.00;3100
400;CH-5200;0.00;3050
400;ATO-RM03;0.25;3000
400;MR411411;0.00;3100
400;MR525851;0.00;3100
400;MR311260;0.00;3100
400;MR516112021;0.00;3100
400;MR516120023;0.00;3100
400;MR411125;0.00;3100
400;MZ-TG-E109;13.50;3100
400;MR516101005;0.00;3100
400;MR300613249011;0.00;3100
400;ATO-RM04;0.25;3000
400;MR411820;0.00;3100
400;MR525851;0.00;3100
400;MR311232;0.00;3100
400;MR516112022;0.00;3100
400;MR411125;0.00;3100
400;MR516206003;0.00;3100
400;MR516101005;0.00;3100
400;MZ-FG-E195;100.00;7920
400;MZ-FG-E194;100.00;7920
400;MR412142;0.00;3100
400;MR311351;0.00;3100
400;MR525851;0.00;3100
400;MR516112022;0.00;3100
400;MR411126;0.00;3100
400;MR300613249012;0.00;3100
400;MZ-FG-E196;100.00;7920
400;MR516112007;0.00;3100
800;DS-FG12;1.00;7920
400;MR311291;0.00;3100
400;MR516101005;0.00;3100
400;MR319211;0.00;3100
400;MR516112023;0.00;3100
400;MR411126;0.00;3100
400;ROUTERXL;100.00;3100
400;PP-SG03;0.20;7900
400;MR525852;0.00;3100
400;MR516120016;0.00;3100
400;MR319212;0.00;3100
400;MR300613249013;0.00;3100
400;MR311260;0.00;3100
400;MR516101006;0.00;3100
400;MR516112023;0.00;3100
400;MR411127;0.00;3100
400;HM81008;0.00;
400;PP-SG03;15.00;7900
400;MR516134;0.00;3100
400;MR311221;0.00;3100
400;MR516112024;0.00;3100
400;MR516101006;0.00;3100
400;MR311220;0.00;3100
400;MH81008;0.00;
400;MR525852;0.00;3100
400;RACER;55601.89;3100
400;MR300613249014;0.00;3100
400;MR411127;0.00;3100
400;MR516112024;0.00;3100
400;MR700045;0.00;3100
400;MR595158;0.00;3100
400;MH99543-B;0.00;7900
400;298;3.00;7900
400;MR516101006;0.00;3100
400;MR300613249015;0.00;3100
400;MR516120005;0.00;3100
400;MR525852;0.00;3100
400;MR516112025;0.00;3100
400;MR311279;0.00;3100
400;MH99944;0.00;7900
400;MR411128;0.00;3100
400;ACME PUMP 200-03;100.00;7920
400;MR315331;0.00;3100
400;MR300417310;0.00;3100
400;MR516112025;0.00;3100
400;HM70008;0.00;7900
400;MR516120001;0.00;3100
400;MR315923;0.00;3100
400;MR516101010;0.00;3100
400;MR411128;0.00;3100
400;MR516101007;0.00;3100
400;429001-SEAL;2.00;3000
400;MR311126;0.00;3100
400;MR300417310001;0.00;3100
400;HM80008;0.00;7900
400;MR320211;0.00;3100
400;MR411129;0.00;3100
400;429002-BEARING-CVR;10.00;3000
400;MR300417310002;0.00;3100
400;MR311362;0.00;3100
400;MR535158;0.00;3100
400;MH81001;0.00;7900
400;MR516158;0.00;3100
400;MR315320;0.00;3100
400;MR411129;0.00;3100
400;429003-ADAPTER;15.00;3000
400;MR516120024;0.00;3100
400;MR300417310003;0.00;3100
400;MR311124;0.00;3100
400;199;0.00;3000
400;MR320216;0.00;3100
400;MR516158;0.00;3100
400;MR535158;0.00;3100
400;429004-02;15.00;3000
400;MR516101007;0.00;3100
400;200;0.00;3000
400;MR311278;0.00;3100
400;MR516158;0.00;3100
400;MR300417310004;0.00;3100
400;MR311711;0.00;3100
400;MR516130;0.00;3100
400;MR516158;0.00;3100
400;MR535159;0.00;3100
400;203;0.00;3000
400;429005-FRONT;2.00;3000
400;MR318313;0.00;3100
400;MR311621;0.00;3100
400;MR516159;0.00;3100
400;MR516101007;0.00;3100
400;MR525852;0.00;3100
400;MR535159;0.00;3100
400;204;0.00;3000
400;MR300417310005;0.00;3100
400;MR311261;0.00;3100
400;429006-BEARING-CVR;6.00;3000
400;MR311232;0.00;3100
400;MR516159;0.00;3100
400;MR516159;0.00;3100
400;MR535159;0.00;3100
400;MR516206004;0.00;3100
400;205;0.00;3000
400;MR315924;0.00;3100
400;429007-02;8.00;3000
400;MR311511;0.00;3100
400;MR516160;0.00;3100
400;MR300417310006;0.00;3100
400;MR516112001;0.00;3100
400;MR516101008;0.00;3100
400;206;0.00;3000
400;MR516159;0.00;3100
400;MR311646;0.00;3100
400;MR516101002;0.00;3100
400;MR516160;0.00;3100
400;MR311351;0.00;3100
400;429008-SHAFT;20.00;3000
400;MR300417310007;0.00;3100
400;MR516112001;0.00;3100
400;MR516101008;0.00;3100
400;207;0.00;3000
400;MR516160;0.00;3100
400;MR516164;0.00;3100
400;MR516161;0.00;3100
400;MR411421;0.00;3100
400;MR300417310008;0.00;3100
400;MR516112001;0.00;3100
400;429009-LOCK;2.00;3000
400;208;0.00;3000
400;MR516101008;0.00;3100
400;MR516160;0.00;3100
400;MR516135;0.00;3100
400;MR516161;0.00;3100
400;MR300417310009;0.00;3100
400;MR516112002;0.00;3100
400;430000-02;10.00;3000
400;MR516161;0.00;3100
400;MR516162;0.00;3100
400;MR516101020;0.00;3100
400;210;0.00;3000
400;MR411411;0.00;3100
400;MR516101009;0.00;3100
400;MR300417310010;0.00;3100
400;MR516112002;0.00;3100
400;ML-CEMENT;750.00;3000
400;MR516161;0.00;3100
400;MR595159;0.00;3100
400;MR300417310011;0.00;3100
400;MR516101009;0.00;3100
400;MR516162;0.00;3100
400;MZ-FG-J001;21.90;7920
400;MR411128;0.00;3100
400;212;0.00;3000
400;MR516162;0.00;3100
400;MR516112014;0.00;3100
400;MR516112002;0.00;3100
400;MR300417310012;0.00;3100
400;MR516163;0.00;3100
400;682;100.00;3200
400;MR311721;0.00;3100
400;MR516101009;0.00;3100
400;MR516162;0.00;3100
400;MR516120020;0.00;3100
400;215;0.00;3000
400;MR411127;0.00;3100
400;MR300417310013;0.00;3100
400;MR516163;0.00;3100
400;ML-200;200.00;3000
400;MR516112003;0.00;3100
400;MR516101010;0.00;3100
400;217;135.98;7900
400;MR516162;0.00;3100
400;MR315231;0.00;3100
400;MR516163;0.00;3100
400;MR412421;0.00;3100
400;MR300417310014;0.00;3100
400;ML-201;200.00;3000
400;MR516112003;0.00;3100
400;216;0.00;3000
400;MR516101010;0.00;3100
400;MR516164;0.00;3100
400;MR311290;0.00;3100
400;MR516122019;0.00;3100
400;MR300417310015;0.00;3100
400;MR516163;0.00;3100
400;ML-202;100.00;7900
400;MR516112003;0.00;3100
400;215;0.00;3000
400;MR412411;0.00;3100
400;MR516101010;0.00;3100
400;MR516164;0.00;3100
400;MR516122004;0.00;3100
400;MR300313722;0.00;3100
400;MR318410;0.00;3100
400;MR516112004;0.00;3100
400;ML-203;500.00;7900
400;214;0.00;3000
400;MR516164;0.00;3100
400;MR516101011;0.00;3100
400;MR516164;0.00;3100
400;MR300313722001;0.00;3100
400;MR411420;0.00;3100
400;MR700043;0.00;3100
400;MR516112004;0.00;3100
400;ML-204;750.00;7900
400;MR311619;0.00;3100
400;213;72.73;7900
400;MR516165;0.00;3100
400;MR516165;0.00;3100
400;MR300313722002;0.00;3100
400;MR411520;0.00;3100
400;MR516185;0.00;3100
400;MR516112004;0.00;3100
400;ML-205;250.00;7900
400;212;0.00;3000
400;MR311811;0.00;3100
400;MR516165;0.00;3100
400;MR516165;0.00;3100
400;MR411122;0.00;3100
400;ML-206;500.00;7900
400;MR516112005;0.00;3100
400;MR516186;0.00;3100
400;211;280.87;7900
400;MR516166;0.00;3100
400;MR314202;0.00;3100
400;MR300313722003;0.00;3100
400;MR516166;0.00;3100
400;MR411521;0.00;3100
400;MR516112005;0.00;3100
400;ML-207;200.00;7900
400;210;0.00;3000
400;MR516166;0.00;3100
400;MR516112023;0.00;3100
400;MR318411;0.00;3100
400;MR516166;0.00;3100
400;MR411820;0.00;3100
400;MR516112005;0.00;3100
400;MR516101011;0.00;3100
400;ML-208;20.00;7900
400;MR300313722004;0.00;3100
400;MR516101;0.00;3100
400;209;52.51;7900
400;MR516218;0.00;3100
400;MR411210;0.00;3100
400;MR516112006;0.00;3100
400;MR314201;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR516101;0.00;3100
400;ML-209;200.00;7900
400;208;0.00;3000
400;MR516101011;0.00;3100
400;MR300313722005;0.00;3100
400;MR411311;0.00;3100
400;MR516122012;0.00;3100
400;MR-MD-CD-ART1;0.00;3100
400;MR516112006;0.00;3100
400;MR516101001;0.00;3100
400;ML-210;300.00;7900
400;207;0.00;3000
400;MR516101012;0.00;3100
400;MR412113;0.00;3100
400;MR516131;0.00;3100
400;MR-MD-FT1-ART1;0.00;3100
400;MR516112006;0.00;3100
400;MR311124;0.00;3100
400;ML-211;30.00;7900
400;206;0.00;3000
400;MR516101001;0.00;3100
400;MR516101012;0.00;3100
400;MR516187;0.00;3100
400;MR411820;0.00;3100
400;MR300313722006;0.00;3100
400;MR-MD-FT1-ART1;0.00;3100
400;MR516112007;0.00;3100
400;MR311731;0.00;3100
400;MR516101002;0.00;3100
400;205;0.00;3000
400;MR516101012;0.00;3100
400;ML-212;1000.00;7900
400;MR516161;0.00;3100
400;MR411910;0.00;3100
400;MR300313722007;0.00;3100
400;MR516112007;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;204;0.00;3000
400;MR516101002;0.00;3100
400;MR516101013;0.00;3100
400;MR412310;0.00;3100
400;ML-213;5.00;7900
400;MR300313722008;0.00;3100
400;MR516112007;0.00;3100
400;MR-MD-FT2-ART1;0.00;3100
400;MR516120007;0.00;3100
400;203;0.00;3000
400;MR516101003;0.00;3100
400;MR311511;0.00;3100
400;MR516101013;0.00;3100
400;MR412420;0.00;3100
400;ML-214;5.00;7900
400;MR516112008;0.00;3100
400;MR300313722009;0.00;3100
400;202;Oct 33;7900
400;MR516101003;0.00;3100
400;MR516120005;0.00;3100
400;MR311121;0.00;3100
400;MR516101013;0.00;3100
400;MR412311;0.00;3100
400;MR516112008;0.00;3100
400;MR300313722010;0.00;3100
400;ML-215;12.00;7900
400;MR311645;0.00;3100
400;200;0.00;3000
400;MR516101004;0.00;3100
400;MR311121;0.00;3100
400;MR516112021;0.00;3100
400;MR516101014;0.00;3100
400;MR411910;0.00;3100
400;MR516112008;0.00;3100
400;MR74825;0.00;3100
400;ML-217;50.00;7900
400;MR311361;0.00;3100
400;MR516101004;0.00;3100
400;199;0.00;3000
400;MR311122;0.00;3100
400;MR516101014;0.00;3100
400;MR412310;0.00;3100
400;MR516112009;0.00;3100
400;MR320213;0.00;3100
400;MR450200;0.00;3100
400;ML-218;100.00;7900
400;MR516101005;0.00;3100
400;MR311302;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR516112009;0.00;3100
400;MR411412;0.00;3100
400;MR450201;0.00;3100
400;MR314201;0.00;3100
400;MR516101014;0.00;3100
400;ML-219;250.00;7900
400;MR-ADDITIONALS;0.00;3100
400;MR314311;0.00;3100
400;MR311122;0.00;3100
400;MR516101005;0.00;3100
400;MR516112009;0.00;3100
400;MR412122;0.00;3100
400;MR450202;0.00;3100
400;ML-220;300.00;7900
400;MR-ADDITIONALS;0.00;3100
400;MR319218;0.00;3100
400;MR516101016;0.00;3100
400;MR516112010;0.00;3100
400;MR516101015;0.00;3100
400;MR450203;0.00;3100
400;MR516101006;0.00;3100
400;ML-221;200.00;7900
400;MR-ADDITIONALS;0.00;3100
400;MR311325;0.00;3100
400;MR516112010;0.00;3100
400;MR450204;0.00;3100
400;MR516101006;0.00;3100
400;MR516101015;0.00;3100
400;MR516101007;0.00;3100
400;MR311123;0.00;3100
400;711;2017.00;7920
400;MR-ADDITIONALS;0.00;3100
400;MR318312;0.00;3100
400;MR516112010;0.00;3100
400;MR450205;0.00;3100
400;MR516206008;0.00;3100
400;MR516101015;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR411211;0.00;3100
400;MR516101007;0.00;3100
400;WT_AXL_001;1000.00;3000
400;MR516112011;0.00;3100
400;MR311326;0.00;3100
400;MR311220;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_BLD_001;450.00;3000
400;MR516120012;0.00;3100
400;MR516101016;0.00;3100
400;MR516112011;0.00;3100
400;MR411210;0.00;3100
400;MR311811;0.00;3100
400;MR315221;0.00;3100
400;MR516101007;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_BLD_002;400.00;3000
400;MR516112011;0.00;3100
400;MR411610;0.00;3100
400;MR516122008;0.00;3100
400;MR516101016;0.00;3100
400;MR311123;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR311812;0.00;3100
400;WT_BLD_003;525.00;3000
400;MR516101008;0.00;3100
400;MR311123;0.00;3100
400;MR516112012;0.00;3100
400;MR516101016;0.00;3100
400;MR314312;0.00;3100
400;MR516112010;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_BLD_004;600.00;3000
400;MR411127;0.00;3100
400;MR516101008;0.00;3100
400;MR516112012;0.00;3100
400;MR516101017;0.00;3100
400;MR318410;0.00;3100
400;MR315311;0.00;3100
400;MR311124;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR516122006;0.00;3100
400;MR516101009;0.00;3100
400;MR516112012;0.00;3100
400;WT_ECS_001;800.00;3000
400;MR311121;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR411520;0.00;3100
400;MR311124;0.00;3100
400;MR318411;0.00;3100
400;MR516101009;0.00;3100
400;MR516112013;0.00;3100
400;MR516101017;0.00;3100
400;WT_ECS_002;875.00;3000
400;MR320215;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR411312;0.00;3100
400;MR311125;0.00;3100
400;MR516112013;0.00;3100
400;MR314111;0.00;3100
400;MR516101010;0.00;3100
400;WT_ECS_003;950.00;3000
400;MR320213;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR315924;0.00;3100
400;MR516112013;0.00;3100
400;MR311125;0.00;3100
400;MR516101010;0.00;3100
400;MR314112;0.00;3100
400;WT_IMP_001;750.00;3000
400;MR516101017;0.00;3100
400;MR320212;0.00;3100
400;MR516101012;0.00;3100
400;MR516112014;0.00;3100
400;MR411129;0.00;3100
400;MR516101011;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR314162;0.00;3100
400;WT_IMP_002;650.00;3000
400;MR311126;0.00;3100
400;MR311130;0.00;3100
400;MR516112014;0.00;3100
400;MR516101018;0.00;3100
400;MR516101011;0.00;3100
400;MR411126;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_MOV_001;400.00;3000
400;MR314163;0.00;3100
400;MR311125;0.00;3100
400;MR516112014;0.00;3100
400;MR311362;0.00;3100
400;MR516101012;0.00;3100
400;MR516101018;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_NAC_001;300.00;3000
400;MR516122022;0.00;3100
400;MR311126;0.00;3100
400;MR314201;0.00;3100
400;MR516112015;0.00;3100
400;MR516101012;0.00;3100
400;MR311619;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_ROT_001;500.00;3000
400;MR311122;0.00;3100
400;MR314202;0.00;3100
400;MR516101018;0.00;3100
400;MR516122009;0.00;3100
400;MR516112015;0.00;3100
400;MR516101013;0.00;3100
400;MR314162;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_STAT_001;900.00;3000
400;MR311127;0.00;3100
400;MR314311;0.00;3100
400;MR516112015;0.00;3100
400;MR516101013;0.00;3100
400;MR319112;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_GNR_001;1200.00;7900
400;MR516101008;0.00;3100
400;MR516101019;0.00;3100
400;MR311127;0.00;3100
400;MR314312;0.00;3100
400;MR516112016;0.00;3100
400;MR516101014;0.00;3100
400;MR318313;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;WT_BRG_001;400.00;3000
400;MR516101019;0.00;3100
400;MR516101024;0.00;3100
400;MR311128;0.00;3100
400;MR314411;0.00;3100
400;MR516112016;0.00;3100
400;MR516101014;0.00;3100
400;MR319219;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;CP1-FG-100;50.00;7920
400;MR516101019;0.00;3100
400;MR311128;0.00;3100
400;MR516122025;0.00;3100
400;MR314412;0.00;3100
400;MR516101015;0.00;3100
400;MR516112016;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR311646;0.00;3100
400;CP1-RM-100;1.00;3000
400;MR516101020;0.00;3100
400;MR311129;0.00;3100
400;MR516120019;0.00;3100
400;MR315201;0.00;3100
400;MR318411;0.00;3100
400;MR516101015;0.00;3100
400;MR516112017;0.00;3100
400;CP1-RM-101;Jan 25;3000
400;MR311126;0.00;3100
400;MR311129;0.00;3100
400;MR516164;0.00;3100
400;MR516101020;0.00;3100
400;MR315221;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR516101016;0.00;3100
400;TEST100;100.00;7920
400;MR516112017;0.00;3100
400;MR311129;0.00;3100
400;MR311220;0.00;3100
400;MR318410;0.00;3100
400;MR516101002;0.00;3100
400;MR516101020;0.00;3100
400;MR315231;0.00;3100
400;MR516101016;0.00;3100
400;10000001244;1.00;7920
400;MR311220;0.00;3100
400;MR311352;0.00;3100
400;MR516120009;0.00;3100
400;MR516101017;0.00;3100
400;MR516101021;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR315311;0.00;3100
400;411;1.00;3000
400;MR516112017;0.00;3100
400;MR311221;0.00;3100
400;MR311290;0.00;3100
400;MR516101021;0.00;3100
400;MR516112012;0.00;3100
400;MR516101017;0.00;3100
400;MR315320;0.00;3100
400;412;1.00;3000
400;MR311221;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR311302;0.00;3100
400;MR516112018;0.00;3100
400;MR516101021;0.00;3100
400;MR315331;0.00;3100
400;MR516101022;0.00;3100
400;413;1.00;3000
400;MR-ADDITIONALS;0.00;3100
400;MR320211;0.00;3100
400;MR311261;0.00;3100
400;MR516101018;0.00;3100
400;MR516112018;0.00;3100
400;MR516101022;0.00;3100
400;415;1.00;3000
400;MR311221;0.00;3100
400;MR516206001;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR320211;0.00;3100
400;MR314162;0.00;3100
400;MR516101022;0.00;3100
400;MR516112018;0.00;3100
400;416;1.00;3000
400;MR311231;0.00;3100
400;MR412611;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR516160;0.00;3100
400;MR320212;0.00;3100
400;MR516101018;0.00;3100
400;MR320214;0.00;3100
400;MR516101022;0.00;3100
400;MZ-HT-1000;499.00;3100
400;MR516112019;0.00;3100
400;MR311232;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR516187;0.00;3100
400;MR320212;0.00;3100
400;MR319219;0.00;3100
400;MZ-HT-1001;599.00;3100
400;MR516112019;0.00;3100
400;MR516101023;0.00;3100
400;MR411412;0.00;3100
400;MR311260;0.00;3100
400;MR516101019;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR320213;0.00;3100
400;MR700029;0.00;3100
400;MZ-HT-1002;1480.00;3100
400;MR311261;0.00;3100
400;MR516112019;0.00;3100
400;MR516101023;0.00;3100
400;MR315341;0.00;3100
400;MR-ADDITIONALS;0.00;3100
400;MR320213;0.00;3100
400;MR516122005;0.00;3100
400;MR412420;0.00;3100
400;MZ-HT-1003;1480.00;3100
400;MR516101019;0.00;3100
400;MR516112020;0.00;3100
400;MR516101023;0.00;3100
400;MR311261;0.00;3100
400;MR320214;0.00;3100
400;MH80008;0.00;7900
400;MR516120008;0.00;3100
400;MR311290;0.00;3100
400;MZ-HT-1010;999.00;3100
400;MR412311;0.00;3100
400;MR516112020;0.00;3100
400;MR320214;0.00;3100
400;MR311278;0.00;3100
400;MH99917;0.00;7900
400;MR516101024;0.00;3100
400;MZ-HT-1011;2700.00;3100
400;MR516122020;0.00;3100
400;MR411911;0.00;3100
400;MR516101020;0.00;3100
400;MR516112020;0.00;3100
400;MR320215;0.00;3100
400;MH70008;0.00;7900
400;MR315351;0.00;3100
400;MR311619;0.00;3100
400;MR516101024;0.00;3100
400;MZ-HT-1020;499.00;3100
400;MR411311;0.00;3100
400;MR700044;0.00;3100
400;MR516112021;0.00;3100
400;MR320215;0.00;3100
400;MH81001;0.00;7900
400;MR315923;0.00;3100
400;MR311646;0.00;3100
400;MZ-HT-1021;599.00;3100
400;MR516101020;0.00;3100
400;MR516101024;0.00;3100
400;MR411121;0.00;3100
400;MR516120002;0.00;3100
400;MR320216;0.00;3100
400;MR516112021;0.00;3100
400;MZ-FG-E154;Nov 20;7920
400;MR311279;0.00;3100
400;MZ-HT-1022;499.00;3100
400;MR311721;0.00;3100
400;MR516101025;0.00;3100
400;MR516148;0.00;3100
400;MR320216;0.00;3100
400;MR516112021;0.00;3100
400;MR412141;0.00;3100
400;MZ-FG-E155;Nov 20;7920
400;MR516101021;0.00;3100
400;MR315924;0.00;3100
400;MZ-HT-1036;850.00;3100
400;MR311731;0.00;3100
400;MR516101025;0.00;3100
400;MR411210;0.00;3100
400;MR516122013;0.00;3100
400;MR516112022;0.00;3100
400;MZ-FG-E156;Nov 20;7920
400;MR318312;0.00;3100
400;MZ-HT-1040;700.00;3100
400;MR311811;0.00;3100
400;MR411210;0.00;3100
400;MR516101025;0.00;3100
400;MR516112022;0.00;3100
400;MR412122;0.00;3100
400;MR595158;0.00;3100
400;MZ-FG-E157;Nov 20;7920
400;MR516101021;0.00;3100
800;DS-FG11-2;1.00;7920
400;MR311290;0.00;3100
400;MR314111;0.00;3100
400;MR411211;0.00;3100
400;MR516112022;0.00;3100
400;MR516112001;0.00;3100
400;CP1-PK-100;0.00;3050
400;TEST_PUMP01;100.00;7920
400;MR516162;0.00;3100
400;MR411126;0.00;3100
400;MR411211;0.00;3100
400;MR318313;0.00;3100
400;MR314202;0.00;3100
400;MR516101022;0.00;3100
400;MR516112001;0.00;3100
400;MR516112023;0.00;3100
400;MR516120023;0.00;3100
400;TEST_SHAFT01;10.00;3000
400;CP1-PK-100;0.00;3050
400;MR411311;0.00;3100
400;MR411125;0.00;3100
400;MR319111;0.00;3100
400;MR315231;0.00;3100
400;MR516112023;0.00;3100
400;MR516112001;0.00;3100
400;ML_FG_001;23000.00;7920
400;MZ-P102;5.00;7920
400;MR516101022;0.00;3100
400;MR412310;0.00;3100
400;MR411311;0.00;3100
400;MR516120010;0.00;3100
400;MR311291;0.00;3100
400;MR516112023;0.00;3100
400;MR315924;0.00;3100
400;MR516112002;0.00;3100
400;ARFT-T1;5000000.00;7920
400;MZ-P103;5.00;7920
400;MR412114;0.00;3100
400;MR411312;0.00;3100
400;MR311301;0.00;3100
400;MR516112024;0.00;3100
400;MR318313;0.00;3100
400;MS231-T1;20000.00;7900
400;MR516112002;0.00;3100
400;MR516101023;0.00;3100
400;MZ-P101-01;4.00;3000
400;MR411124;0.00;3100
400;MR311302;0.00;3100
400;MR516112024;0.00;3100
