439, 4091, 0, Texas, 2017-05-18T15:25:52.933Z, d75ac4456119
525, 3958, 1, Toronto, 2017-05-19T14:31:35.712Z, f9dbec446bf0
599, 3944, 1, Toronto, 2017-05-19T14:31:35.965Z, f9dbec446bf0
558, 3935, 1, Toronto, 2017-05-19T14:31:36.264Z, f9dbec446bf0
548, 3930, 1, Toronto, 2017-05-19T14:31:36.852Z, f9dbec446bf0
518, 3919, 1, Toronto, 2017-05-19T14:31:37.121Z, f9dbec446bf0
522, 3940, 1, Toronto, 2017-05-19T14:31:37.622Z, f9dbec446bf0
634, 3914, 1, Toronto, 2017-05-19T14:31:37.923Z, f9dbec446bf0
500, 3907, 1, Toronto, 2017-05-19T14:31:38.140Z, f9dbec446bf0
536, 3903, 1, Toronto, 2017-05-19T14:31:38.525Z, f9dbec446bf0
533, 3901, 1, Toronto, 2017-05-19T14:31:38.778Z, f9dbec446bf0
537, 3920, 1, Toronto, 2017-05-19T14:31:39.155Z, f9dbec446bf0
386, 3768, 1, Markus , 2017-05-19T14:48:09.389Z, f9dbec446bf0
375, 3818, 1, Markus , 2017-05-19T14:48:09.752Z, f9dbec446bf0
439, 3790, 1, Markus , 2017-05-19T14:48:10.643Z, f9dbec446bf0
476, 3745, 1, Markus , 2017-05-19T14:48:11.016Z, f9dbec446bf0
408, 3733, 1, Markus , 2017-05-19T14:48:11.288Z, f9dbec446bf0
403, 3729, 1, Markus , 2017-05-19T14:48:11.850Z, f9dbec446bf0
405, 3726, 1, Markus , 2017-05-19T14:48:12.234Z, f9dbec446bf0
384, 3724, 1, Markus , 2017-05-19T14:48:12.803Z, f9dbec446bf0
422, 3723, 1, Markus , 2017-05-19T14:48:13.405Z, f9dbec446bf0
385, 3840, 1, Markus , 2017-05-19T14:48:13.806Z, f9dbec446bf0
379, 3818, 1, Markus , 2017-05-19T14:48:14.562Z, f9dbec446bf0
397, 3777, 1, Markus , 2017-05-19T14:48:14.921Z, f9dbec446bf0
370, 3763, 1, Markus , 2017-05-19T14:48:15.620Z, f9dbec446bf0
389, 3747, 1, Markus , 2017-05-19T14:48:16.022Z, f9dbec446bf0
387, 3741, 1, Markus , 2017-05-19T14:48:16.427Z, f9dbec446bf0
368, 3828, 1, Markus , 2017-05-19T14:48:17.028Z, f9dbec446bf0
378, 3794, 1, Markus , 2017-05-19T14:48:17.432Z, f9dbec446bf0
420, 3776, 1, Markus , 2017-05-19T14:48:17.884Z, f9dbec446bf0
383, 3762, 1, Markus , 2017-05-19T14:48:18.887Z, f9dbec446bf0
389, 3744, 1, Markus , 2017-05-19T14:48:19.694Z, f9dbec446bf0
379, 3797, 1, Markus , 2017-05-19T14:48:20.047Z, f9dbec446bf0
430, 3780, 1, Markus , 2017-05-19T14:48:21.299Z, f9dbec446bf0
505, 3733, 1, Markus , 2017-05-19T14:48:21.555Z, f9dbec446bf0
565, 3729, 1, Markus , 2017-05-19T14:48:21.919Z, f9dbec446bf0
575, 3731, 1, Markus , 2017-05-19T14:48:22.209Z, f9dbec446bf0
552, 3728, 1, Markus , 2017-05-19T14:48:22.560Z, f9dbec446bf0
544, 3730, 1, Markus , 2017-05-19T14:48:23.814Z, f9dbec446bf0
589, 3720, 1, Markus , 2017-05-19T14:48:24.068Z, f9dbec446bf0
552, 3716, 1, Markus , 2017-05-19T14:48:24.572Z, f9dbec446bf0
568, 3715, 1, Markus , 2017-05-19T14:48:24.826Z, f9dbec446bf0
560, 3719, 1, Markus , 2017-05-19T14:48:25.128Z, f9dbec446bf0
575, 3719, 1, Markus , 2017-05-19T14:48:25.535Z, f9dbec446bf0
579, 3731, 1, Markus , 2017-05-19T14:48:25.831Z, f9dbec446bf0
572, 3725, 1, Markus , 2017-05-19T14:48:26.133Z, f9dbec446bf0
571, 3721, 1, Markus , 2017-05-19T14:48:26.839Z, f9dbec446bf0
551, 3715, 1, Markus , 2017-05-19T14:48:27.642Z, f9dbec446bf0
604, 3711, 1, Markus , 2017-05-19T14:48:28.294Z, f9dbec446bf0
628, 3709, 1, Markus , 2017-05-19T14:48:28.548Z, f9dbec446bf0
596, 3706, 1, Markus , 2017-05-19T14:48:28.750Z, f9dbec446bf0
546, 3706, 1, Markus , 2017-05-19T14:48:29.102Z, f9dbec446bf0
786, 3707, 1, Markus , 2017-05-19T14:48:29.354Z, f9dbec446bf0
752, 3705, 1, Markus , 2017-05-19T14:48:29.657Z, f9dbec446bf0
778, 3719, 1, Markus , 2017-05-19T14:48:31.870Z, f9dbec446bf0
774, 3715, 1, Markus , 2017-05-19T14:48:32.120Z, f9dbec446bf0
767, 3711, 1, Markus , 2017-05-19T14:48:32.373Z, f9dbec446bf0
806, 3711, 1, Markus , 2017-05-19T14:48:32.579Z, f9dbec446bf0
797, 3707, 1, Markus , 2017-05-19T14:48:32.825Z, f9dbec446bf0
814, 3703, 1, Markus , 2017-05-19T14:48:33.030Z, f9dbec446bf0
797, 3718, 1, Markus , 2017-05-19T14:48:34.033Z, f9dbec446bf0
808, 3717, 1, Markus , 2017-05-19T14:48:34.235Z, f9dbec446bf0
753, 3715, 1, Markus , 2017-05-19T14:48:34.791Z, f9dbec446bf0
768, 3709, 1, Markus , 2017-05-19T14:48:34.994Z, f9dbec446bf0
754, 3707, 1, Markus , 2017-05-19T14:48:35.295Z, f9dbec446bf0
765, 3707, 1, Markus , 2017-05-19T14:48:35.496Z, f9dbec446bf0
786, 3748, 1, Markus , 2017-05-19T14:48:35.700Z, f9dbec446bf0
832, 3779, 1, Markus , 2017-05-19T14:48:37.356Z, f9dbec446bf0
754, 3806, 1, Markus , 2017-05-19T14:48:37.707Z, f9dbec446bf0
777, 3787, 1, Markus , 2017-05-19T14:48:37.811Z, f9dbec446bf0
727, 3781, 1, Markus , 2017-05-19T14:48:38.114Z, f9dbec446bf0
779, 3762, 1, Markus , 2017-05-19T14:48:38.319Z, f9dbec446bf0
770, 3753, 1, Markus , 2017-05-19T14:48:38.515Z, f9dbec446bf0
806, 3748, 1, Markus , 2017-05-19T14:48:39.525Z, f9dbec446bf0
814, 3721, 1, Markus , 2017-05-19T14:48:39.773Z, f9dbec446bf0
751, 3720, 1, Markus , 2017-05-19T14:48:40.277Z, f9dbec446bf0
769, 3710, 1, Markus , 2017-05-19T14:48:40.480Z, f9dbec446bf0
762, 3707, 1, Markus , 2017-05-19T14:48:40.781Z, f9dbec446bf0
763, 3790, 1, Markus , 2017-05-19T14:48:40.982Z, f9dbec446bf0
775, 3779, 1, Markus , 2017-05-19T14:48:41.185Z, f9dbec446bf0
836, 3770, 1, Markus , 2017-05-19T14:48:42.744Z, f9dbec446bf0
1245, 3718, 1, Markus , 2017-05-19T14:48:42.945Z, f9dbec446bf0
1290, 3710, 1, Markus , 2017-05-19T14:48:43.097Z, f9dbec446bf0
1324, 3708, 1, Markus , 2017-05-19T14:48:43.250Z, f9dbec446bf0
1429, 3703, 1, Markus , 2017-05-19T14:48:43.352Z, f9dbec446bf0
1408, 3700, 1, Markus , 2017-05-19T14:48:43.504Z, f9dbec446bf0
683, 3699, 1, Markus , 2017-05-19T14:48:51.260Z, f9dbec446bf0
676, 3740, 1, Markus , 2017-05-19T14:48:51.722Z, f9dbec446bf0
802, 3719, 1, Markus , 2017-05-19T14:48:51.926Z, f9dbec446bf0
609, 3713, 1, Markus , 2017-05-19T14:48:52.133Z, f9dbec446bf0
667, 3709, 1, Markus , 2017-05-19T14:48:52.681Z, f9dbec446bf0
649, 3709, 1, Markus , 2017-05-19T14:48:53.003Z, f9dbec446bf0
655, 3708, 1, Markus , 2017-05-19T14:48:54.618Z, f9dbec446bf0
651, 3764, 1, Markus , 2017-05-19T14:48:54.880Z, f9dbec446bf0
637, 3755, 1, Markus , 2017-05-19T14:48:55.139Z, f9dbec446bf0
675, 3750, 1, Markus , 2017-05-19T14:48:55.494Z, f9dbec446bf0
630, 3742, 1, Markus , 2017-05-19T14:48:55.745Z, f9dbec446bf0
698, 3767, 1, Markus , 2017-05-19T14:48:55.996Z, f9dbec446bf0
700, 3754, 1, Markus , 2017-05-19T14:48:56.599Z, f9dbec446bf0
633, 3764, 1, Markus , 2017-05-19T14:48:57.255Z, f9dbec446bf0
797, 3840, 1, Markus , 2017-05-19T14:48:58.009Z, f9dbec446bf0
696, 3773, 1, Markus , 2017-05-19T14:48:58.160Z, f9dbec446bf0
628, 3835, 1, Markus , 2017-05-19T14:48:58.513Z, f9dbec446bf0
674, 3811, 1, Markus , 2017-05-19T14:48:58.764Z, f9dbec446bf0
648, 3805, 1, Markus , 2017-05-19T14:48:59.067Z, f9dbec446bf0
657, 3788, 1, Markus , 2017-05-19T14:48:59.623Z, f9dbec446bf0
674, 3754, 1, Markus , 2017-05-19T14:49:00.679Z, f9dbec446bf0
639, 3750, 1, Markus , 2017-05-19T14:49:00.931Z, f9dbec446bf0
648, 3747, 1, Markus , 2017-05-19T14:49:01.177Z, f9dbec446bf0
672, 3739, 1, Markus , 2017-05-19T14:49:01.523Z, f9dbec446bf0
636, 3734, 1, Markus , 2017-05-19T14:49:01.783Z, f9dbec446bf0
673, 3826, 1, Markus , 2017-05-19T14:49:02.036Z, f9dbec446bf0
640, 3811, 1, Markus , 2017-05-19T14:49:02.638Z, f9dbec446bf0
661, 3799, 1, Markus , 2017-05-19T14:49:05.754Z, f9dbec446bf0
667, 3726, 1, Markus , 2017-05-19T14:49:06.406Z, f9dbec446bf0
650, 3779, 1, Markus , 2017-05-19T14:49:06.659Z, f9dbec446bf0
665, 3770, 1, Markus , 2017-05-19T14:49:07.010Z, f9dbec446bf0
625, 3756, 1, Markus , 2017-05-19T14:49:07.261Z, f9dbec446bf0
680, 3802, 1, Markus , 2017-05-19T14:49:07.515Z, f9dbec446bf0
682, 3805, 1, Markus , 2017-05-19T14:49:08.120Z, f9dbec446bf0
627, 3768, 1, Markus , 2017-05-19T14:49:08.727Z, f9dbec446bf0
687, 3744, 1, Markus , 2017-05-19T14:49:09.223Z, f9dbec446bf0
785, 3715, 1, Markus , 2017-05-19T14:49:09.479Z, f9dbec446bf0
631, 3712, 1, Markus , 2017-05-19T14:49:09.647Z, f9dbec446bf0
631, 3708, 1, Markus , 2017-05-19T14:49:09.983Z, f9dbec446bf0
659, 3705, 1, Markus , 2017-05-19T14:49:10.235Z, f9dbec446bf0
639, 3704, 1, Markus , 2017-05-19T14:49:10.537Z, f9dbec446bf0
686, 3702, 1, Markus , 2017-05-19T14:49:11.141Z, f9dbec446bf0
703, 3695, 1, Markus , 2017-05-19T14:49:11.844Z, f9dbec446bf0
657, 3689, 1, Markus , 2017-05-19T14:49:12.199Z, f9dbec446bf0
641, 3692, 1, Markus , 2017-05-19T14:49:12.421Z, f9dbec446bf0
643, 3693, 1, Markus , 2017-05-19T14:49:12.677Z, f9dbec446bf0
679, 3694, 1, Markus , 2017-05-19T14:49:13.047Z, f9dbec446bf0
621, 3745, 1, Markus , 2017-05-19T14:49:13.302Z, f9dbec446bf0
684, 3737, 1, Markus , 2017-05-19T14:49:13.543Z, f9dbec446bf0
652, 3732, 1, Markus , 2017-05-19T14:49:14.153Z, f9dbec446bf0
698, 3720, 1, Markus , 2017-05-19T14:49:15.261Z, f9dbec446bf0
775, 3707, 1, Markus , 2017-05-19T14:49:15.513Z, f9dbec446bf0
655, 3726, 1, Markus , 2017-05-19T14:49:15.679Z, f9dbec446bf0
604, 3725, 1, Markus , 2017-05-19T14:49:16.017Z, f9dbec446bf0
644, 3719, 1, Markus , 2017-05-19T14:49:16.269Z, f9dbec446bf0
641, 3717, 1, Markus , 2017-05-19T14:49:16.572Z, f9dbec446bf0
731, 3714, 1, Markus , 2017-05-19T14:49:17.176Z, f9dbec446bf0
636, 3701, 1, Markus , 2017-05-19T14:49:18.232Z, f9dbec446bf0
648, 3787, 1, Markus , 2017-05-19T14:49:18.484Z, f9dbec446bf0
640, 3775, 1, Markus , 2017-05-19T14:49:18.737Z, f9dbec446bf0
662, 3792, 1, Markus , 2017-05-19T14:49:19.087Z, f9dbec446bf0
613, 3775, 1, Markus , 2017-05-19T14:49:19.339Z, f9dbec446bf0
677, 3763, 1, Markus , 2017-05-19T14:49:19.596Z, f9dbec446bf0
679, 3754, 1, Markus , 2017-05-19T14:49:20.198Z, f9dbec446bf0
626, 3736, 1, Markus , 2017-05-19T14:49:21.330Z, f9dbec446bf0
794, 3708, 1, Markus , 2017-05-19T14:49:21.595Z, f9dbec446bf0
662, 3706, 1, Markus , 2017-05-19T14:49:21.751Z, f9dbec446bf0
628, 3704, 1, Markus , 2017-05-19T14:49:22.106Z, f9dbec446bf0
666, 3703, 1, Markus , 2017-05-19T14:49:22.358Z, f9dbec446bf0
651, 3701, 1, Markus , 2017-05-19T14:49:22.660Z, f9dbec446bf0
627, 3714, 1, Markus , 2017-05-19T14:49:23.261Z, f9dbec446bf0
659, 3703, 1, Markus , 2017-05-19T14:49:24.318Z, f9dbec446bf0
648, 3710, 1, Markus , 2017-05-19T14:49:24.571Z, f9dbec446bf0
638, 3709, 1, Markus , 2017-05-19T14:49:24.822Z, f9dbec446bf0
663, 3707, 1, Markus , 2017-05-19T14:49:25.177Z, f9dbec446bf0
622, 3705, 1, Markus , 2017-05-19T14:49:25.428Z, f9dbec446bf0
728, 3704, 1, Markus , 2017-05-19T14:49:25.634Z, f9dbec446bf0
679, 3701, 1, Markus , 2017-05-19T14:49:26.281Z, f9dbec446bf0
715, 3694, 1, Markus , 2017-05-19T14:49:27.389Z, f9dbec446bf0
781, 3751, 1, Markus , 2017-05-19T14:49:27.641Z, f9dbec446bf0
580, 3743, 1, Markus , 2017-05-19T14:49:27.794Z, f9dbec446bf0
632, 3737, 1, Markus , 2017-05-19T14:49:28.146Z, f9dbec446bf0
645, 3725, 1, Markus , 2017-05-19T14:49:28.397Z, f9dbec446bf0
643, 3721, 1, Markus , 2017-05-19T14:49:28.749Z, f9dbec446bf0
440, 3715, 1, Markus , 2017-05-19T14:49:29.304Z, f9dbec446bf0
661, 3805, 1, Markus , 2017-05-19T14:49:30.358Z, f9dbec446bf0
649, 3746, 1, Markus , 2017-05-19T14:49:30.614Z, f9dbec446bf0
629, 3741, 1, Markus , 2017-05-19T14:49:30.866Z, f9dbec446bf0
681, 3734, 1, Markus , 2017-05-19T14:49:31.217Z, f9dbec446bf0
620, 3732, 1, Markus , 2017-05-19T14:49:31.469Z, f9dbec446bf0
662, 3726, 1, Markus , 2017-05-19T14:49:31.722Z, f9dbec446bf0
777, 3720, 1, Markus , 2017-05-19T14:49:33.730Z, f9dbec446bf0
682, 3769, 1, Markus , 2017-05-19T14:49:33.931Z, f9dbec446bf0
622, 3806, 1, Markus , 2017-05-19T14:49:34.284Z, f9dbec446bf0
659, 3803, 1, Markus , 2017-05-19T14:49:34.489Z, f9dbec446bf0
654, 3789, 1, Markus , 2017-05-19T14:49:34.790Z, f9dbec446bf0
662, 3773, 1, Markus , 2017-05-19T14:49:36.497Z, f9dbec446bf0
653, 3768, 1, Markus , 2017-05-19T14:49:36.749Z, f9dbec446bf0
657, 3759, 1, Markus , 2017-05-19T14:49:36.951Z, f9dbec446bf0
664, 3748, 1, Markus , 2017-05-19T14:49:37.304Z, f9dbec446bf0
630, 3809, 1, Markus , 2017-05-19T14:49:37.557Z, f9dbec446bf0
675, 3791, 1, Markus , 2017-05-19T14:49:37.768Z, f9dbec446bf0
697, 3780, 1, Markus , 2017-05-19T14:49:38.410Z, f9dbec446bf0
673, 3774, 1, Markus , 2017-05-19T14:49:39.549Z, f9dbec446bf0
801, 3790, 1, Markus , 2017-05-19T14:49:39.764Z, f9dbec446bf0
619, 3798, 1, Markus , 2017-05-19T14:49:39.965Z, f9dbec446bf0
615, 3781, 1, Markus , 2017-05-19T14:49:40.321Z, f9dbec446bf0
669, 3766, 1, Markus , 2017-05-19T14:49:40.522Z, f9dbec446bf0
650, 3756, 1, Markus , 2017-05-19T14:49:40.825Z, f9dbec446bf0
666, 3755, 1, Markus , 2017-05-19T14:49:42.483Z, f9dbec446bf0
643, 3738, 1, Markus , 2017-05-19T14:49:42.735Z, f9dbec446bf0
644, 3730, 1, Markus , 2017-05-19T14:49:42.986Z, f9dbec446bf0
667, 3726, 1, Markus , 2017-05-19T14:49:43.338Z, f9dbec446bf0
617, 3718, 1, Markus , 2017-05-19T14:49:43.591Z, f9dbec446bf0
689, 3714, 1, Markus , 2017-05-19T14:49:43.845Z, f9dbec446bf0
696, 3712, 1, Markus , 2017-05-19T14:49:44.448Z, f9dbec446bf0
738, 3706, 1, Markus , 2017-05-19T14:49:45.604Z, f9dbec446bf0
801, 3681, 1, Markus , 2017-05-19T14:49:45.857Z, f9dbec446bf0
753, 3683, 1, Markus , 2017-05-19T14:49:46.009Z, f9dbec446bf0
607, 3712, 1, Markus , 2017-05-19T14:49:46.361Z, f9dbec446bf0
658, 3710, 1, Markus , 2017-05-19T14:49:46.565Z, f9dbec446bf0
651, 3706, 1, Markus , 2017-05-19T14:49:46.871Z, f9dbec446bf0
664, 3705, 1, Markus , 2017-05-19T14:49:48.581Z, f9dbec446bf0
646, 3686, 1, Markus , 2017-05-19T14:49:48.772Z, f9dbec446bf0
651, 3687, 1, Markus , 2017-05-19T14:49:49.024Z, f9dbec446bf0
678, 3689, 1, Markus , 2017-05-19T14:49:49.380Z, f9dbec446bf0
631, 3689, 1, Markus , 2017-05-19T14:49:49.632Z, f9dbec446bf0
667, 3690, 1, Markus , 2017-05-19T14:49:49.883Z, f9dbec446bf0
673, 3691, 1, Markus , 2017-05-19T14:49:50.490Z, f9dbec446bf0
632, 3686, 1, Markus , 2017-05-19T14:49:51.604Z, f9dbec446bf0
773, 3744, 1, Markus , 2017-05-19T14:49:51.844Z, f9dbec446bf0
682, 3762, 1, Markus , 2017-05-19T14:49:52.045Z, f9dbec446bf0
615, 3758, 1, Markus , 2017-05-19T14:49:52.369Z, f9dbec446bf0
644, 3829, 1, Markus , 2017-05-19T14:49:52.601Z, f9dbec446bf0
641, 3812, 1, Markus , 2017-05-19T14:49:52.904Z, f9dbec446bf0
645, 3791, 1, Markus , 2017-05-19T14:49:53.491Z, f9dbec446bf0
668, 3759, 1, Markus , 2017-05-19T14:49:54.557Z, f9dbec446bf0
657, 3728, 1, Markus , 2017-05-19T14:49:54.813Z, f9dbec446bf0
649, 3721, 1, Markus , 2017-05-19T14:49:55.065Z, f9dbec446bf0
670, 3717, 1, Markus , 2017-05-19T14:49:55.416Z, f9dbec446bf0
633, 3712, 1, Markus , 2017-05-19T14:49:55.671Z, f9dbec446bf0
715, 3708, 1, Markus , 2017-05-19T14:49:55.923Z, f9dbec446bf0
673, 3732, 1, Markus , 2017-05-19T14:49:56.526Z, f9dbec446bf0
601, 3714, 1, Markus , 2017-05-19T14:49:57.681Z, f9dbec446bf0
788, 3695, 1, Markus , 2017-05-19T14:49:57.884Z, f9dbec446bf0
632, 3690, 1, Markus , 2017-05-19T14:49:58.050Z, f9dbec446bf0
638, 3690, 1, Markus , 2017-05-19T14:49:58.387Z, f9dbec446bf0
656, 3688, 1, Markus , 2017-05-19T14:49:58.637Z, f9dbec446bf0
641, 3687, 1, Markus , 2017-05-19T14:49:58.940Z, f9dbec446bf0
666, 3688, 1, Markus , 2017-05-19T14:50:00.583Z, f9dbec446bf0
628, 3691, 1, Markus , 2017-05-19T14:50:00.847Z, f9dbec446bf0
640, 3691, 1, Markus , 2017-05-19T14:50:01.050Z, f9dbec446bf0
656, 3691, 1, Markus , 2017-05-19T14:50:01.449Z, f9dbec446bf0
633, 3692, 1, Markus , 2017-05-19T14:50:01.706Z, f9dbec446bf0
679, 3692, 1, Markus , 2017-05-19T14:50:01.928Z, f9dbec446bf0
965, 3691, 1, Markus , 2017-05-19T14:50:05.472Z, f9dbec446bf0
1318, 3698, 1, Markus , 2017-05-19T14:50:05.609Z, f9dbec446bf0
1281, 3696, 1, Markus , 2017-05-19T14:50:05.768Z, f9dbec446bf0
1285, 3696, 1, Markus , 2017-05-19T14:50:05.876Z, f9dbec446bf0
1293, 3695, 1, Markus , 2017-05-19T14:50:06.028Z, f9dbec446bf0
349, 3691, 1, Markus , 2017-05-19T14:50:21.019Z, f9dbec446bf0
329, 3705, 1, Markus , 2017-05-19T14:50:21.472Z, f9dbec446bf0
756, 3703, 1, Markus , 2017-05-19T14:50:22.078Z, f9dbec446bf0
808, 3692, 1, Markus , 2017-05-19T14:50:22.258Z, f9dbec446bf0
876, 3690, 1, Markus , 2017-05-19T14:50:22.479Z, f9dbec446bf0
891, 3689, 1, Markus , 2017-05-19T14:50:24.283Z, f9dbec446bf0
740, 3727, 1, Markus , 2017-05-19T14:50:24.385Z, f9dbec446bf0
733, 3723, 1, Markus , 2017-05-19T14:50:24.691Z, f9dbec446bf0
808, 3717, 1, Markus , 2017-05-19T14:50:24.842Z, f9dbec446bf0
800, 3712, 1, Markus , 2017-05-19T14:50:25.094Z, f9dbec446bf0
805, 3709, 1, Markus , 2017-05-19T14:50:26.799Z, f9dbec446bf0
792, 3683, 1, Markus , 2017-05-19T14:50:27.003Z, f9dbec446bf0
826, 3684, 1, Markus , 2017-05-19T14:50:27.305Z, f9dbec446bf0
765, 3684, 1, Markus , 2017-05-19T14:50:27.507Z, f9dbec446bf0
808, 3685, 1, Markus , 2017-05-19T14:50:27.710Z, f9dbec446bf0
904, 3684, 1, Markus , 2017-05-19T14:50:29.431Z, f9dbec446bf0
898, 3664, 1, Markus , 2017-05-19T14:50:29.618Z, f9dbec446bf0
780, 3665, 1, Markus , 2017-05-19T14:50:29.870Z, f9dbec446bf0
819, 3669, 1, Markus , 2017-05-19T14:50:30.089Z, f9dbec446bf0
795, 3672, 1, Markus , 2017-05-19T14:50:30.323Z, f9dbec446bf0
795, 3673, 1, Markus , 2017-05-19T14:50:32.226Z, f9dbec446bf0
814, 3673, 1, Markus , 2017-05-19T14:50:32.581Z, f9dbec446bf0
767, 3677, 1, Markus , 2017-05-19T14:50:32.732Z, f9dbec446bf0
812, 3773, 1, Markus , 2017-05-19T14:50:32.935Z, f9dbec446bf0
895, 3773, 1, Markus , 2017-05-19T14:50:34.743Z, f9dbec446bf0
819, 3703, 1, Markus , 2017-05-19T14:50:34.894Z, f9dbec446bf0
723, 3747, 1, Markus , 2017-05-19T14:50:35.200Z, f9dbec446bf0
819, 3803, 1, Markus , 2017-05-19T14:50:35.402Z, f9dbec446bf0
773, 3787, 1, Markus , 2017-05-19T14:50:35.610Z, f9dbec446bf0
811, 3775, 1, Markus , 2017-05-19T14:50:37.356Z, f9dbec446bf0
810, 3734, 1, Markus , 2017-05-19T14:50:37.515Z, f9dbec446bf0
834, 3730, 1, Markus , 2017-05-19T14:50:37.817Z, f9dbec446bf0
766, 3720, 1, Markus , 2017-05-19T14:50:38.045Z, f9dbec446bf0
814, 3751, 1, Markus , 2017-05-19T14:50:38.219Z, f9dbec446bf0
835, 3792, 1, Markus , 2017-05-19T14:50:40.017Z, f9dbec446bf0
820, 3696, 1, Markus , 2017-05-19T14:50:40.168Z, f9dbec446bf0
769, 3693, 1, Markus , 2017-05-19T14:50:40.427Z, f9dbec446bf0
806, 3690, 1, Markus , 2017-05-19T14:50:40.641Z, f9dbec446bf0
780, 3688, 1, Markus , 2017-05-19T14:50:40.892Z, f9dbec446bf0
787, 3688, 1, Markus , 2017-05-19T14:50:42.830Z, f9dbec446bf0
824, 3650, 1, Markus , 2017-05-19T14:50:43.143Z, f9dbec446bf0
784, 3657, 1, Markus , 2017-05-19T14:50:43.349Z, f9dbec446bf0
819, 3659, 1, Markus , 2017-05-19T14:50:43.553Z, f9dbec446bf0
949, 3665, 1, Markus , 2017-05-19T14:50:45.258Z, f9dbec446bf0
838, 3645, 1, Markus , 2017-05-19T14:50:45.413Z, f9dbec446bf0
743, 3647, 1, Markus , 2017-05-19T14:50:45.675Z, f9dbec446bf0
821, 3655, 1, Markus , 2017-05-19T14:50:45.887Z, f9dbec446bf0
776, 3656, 1, Markus , 2017-05-19T14:50:46.150Z, f9dbec446bf0
824, 3659, 1, Markus , 2017-05-19T14:50:47.852Z, f9dbec446bf0
807, 3650, 1, Markus , 2017-05-19T14:50:48.118Z, f9dbec446bf0
818, 3653, 1, Markus , 2017-05-19T14:50:48.319Z, f9dbec446bf0
774, 3690, 1, Markus , 2017-05-19T14:50:48.485Z, f9dbec446bf0
833, 3690, 1, Markus , 2017-05-19T14:50:48.721Z, f9dbec446bf0
821, 3687, 1, Markus , 2017-05-19T14:50:52.626Z, f9dbec446bf0
776, 3740, 1, Markus , 2017-05-19T14:50:52.833Z, f9dbec446bf0
794, 3734, 1, Markus , 2017-05-19T14:50:53.037Z, f9dbec446bf0
824, 3725, 1, Markus , 2017-05-19T14:50:53.352Z, f9dbec446bf0
926, 3716, 1, Markus , 2017-05-19T14:50:55.800Z, f9dbec446bf0
848, 3751, 1, Markus , 2017-05-19T14:50:55.970Z, f9dbec446bf0
747, 3750, 1, Markus , 2017-05-19T14:50:56.204Z, f9dbec446bf0
803, 3740, 1, Markus , 2017-05-19T14:50:56.390Z, f9dbec446bf0
765, 3732, 1, Markus , 2017-05-19T14:50:56.695Z, f9dbec446bf0
813, 3737, 1, Markus , 2017-05-19T14:50:58.662Z, f9dbec446bf0
828, 3664, 1, Markus , 2017-05-19T14:50:58.862Z, f9dbec446bf0
816, 3664, 1, Markus , 2017-05-19T14:50:59.166Z, f9dbec446bf0
800, 3663, 1, Markus , 2017-05-19T14:50:59.325Z, f9dbec446bf0
813, 3665, 1, Markus , 2017-05-19T14:50:59.521Z, f9dbec446bf0
784, 3665, 1, Markus , 2017-05-19T14:51:00.250Z, f9dbec446bf0
919, 3689, 1, Markus , 2017-05-19T14:51:01.472Z, f9dbec446bf0
842, 3753, 1, Markus , 2017-05-19T14:51:01.628Z, f9dbec446bf0
749, 3743, 1, Markus , 2017-05-19T14:51:01.881Z, f9dbec446bf0
806, 3777, 1, Markus , 2017-05-19T14:51:02.084Z, f9dbec446bf0
789, 3767, 1, Markus , 2017-05-19T14:51:02.340Z, f9dbec446bf0
796, 3755, 1, Markus , 2017-05-19T14:51:04.346Z, f9dbec446bf0
794, 3673, 1, Markus , 2017-05-19T14:51:04.504Z, f9dbec446bf0
822, 3673, 1, Markus , 2017-05-19T14:51:04.812Z, f9dbec446bf0
770, 3671, 1, Markus , 2017-05-19T14:51:05.013Z, f9dbec446bf0
808, 3766, 1, Markus , 2017-05-19T14:51:05.216Z, f9dbec446bf0
723, 3758, 1, Markus , 2017-05-19T14:51:06.892Z, f9dbec446bf0
894, 3673, 1, Markus , 2017-05-19T14:51:07.123Z, f9dbec446bf0
872, 3670, 1, Markus , 2017-05-19T14:51:07.275Z, f9dbec446bf0
739, 3671, 1, Markus , 2017-05-19T14:51:07.529Z, f9dbec446bf0
804, 3672, 1, Markus , 2017-05-19T14:51:07.731Z, f9dbec446bf0
783, 3673, 1, Markus , 2017-05-19T14:51:07.992Z, f9dbec446bf0
507, 3671, 1, Markus , 2017-05-19T14:51:08.786Z, f9dbec446bf0
525, 3665, 1, Markus , 2017-05-19T14:51:09.098Z, f9dbec446bf0
528, 3666, 1, Markus , 2017-05-19T14:51:09.401Z, f9dbec446bf0
509, 3662, 1, Markus , 2017-05-19T14:51:09.700Z, f9dbec446bf0
494, 3662, 1, Markus , 2017-05-19T14:51:10.109Z, f9dbec446bf0
529, 3686, 1, Markus , 2017-05-19T14:51:10.455Z, f9dbec446bf0
511, 3681, 1, Markus , 2017-05-19T14:51:10.756Z, f9dbec446bf0
443, 3714, 1, Markus , 2017-05-19T14:51:11.211Z, f9dbec446bf0
425, 3703, 1, Markus , 2017-05-19T14:51:11.625Z, f9dbec446bf0
420, 3698, 1, Markus , 2017-05-19T14:51:12.034Z, f9dbec446bf0
371, 3743, 1, Markus , 2017-05-19T14:51:12.544Z, f9dbec446bf0
