MANDT;MATNR;MTART;MEINS;BRGEW;NTGEW;GEWEI;MANDT_1;MATNR_1;STPRS;BKLAS;MANDT_2;MATNR_2;SPRAS;MAKTX;MAKTG
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
400.000000;MR516112020;MODE;ST;0.200;0.200;KG;400.000000;MR516112020;0.00;3100;400.000000;MR516112020;E;Melania Cardigan\, Navy\, Extra Large;MELANIA CARDIGAN\, NAVY\, EXTRA LARGE
800.000000;DS-FG13;FERT;KG;0.000;0.000;KG;800.000000;DS-FG13;1.00;7920;800.000000;DS-FG13;E;Finished Paper Grade 1;FINISHED PAPER GRADE 1
400.000000;MRP_PROD07;FERT;EA;1.000;1.000;KG;400.000000;MRP_PROD07;1332.72;7920;400.000000;MRP_PROD07;E;MRP Product 07;MRP PRODUCT 07
400.000000;PP_RAW06;ROH;EA;12.000;10.000;KG;400.000000;PP_RAW06;Mar 30;3000;400.000000;PP_RAW06;E;PP Raw Material 06;PP RAW MATERIAL 06
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MR300417310012;HAWA;EA;0.150;0.150;KG;400.000000;MR300417310012;0.00;3100;400.000000;MR300417310012;E;Pennant SS\, Grey\, Large;PENNANT SS\, GREY\, LARGE
400.000000;MZ-SV-ENT-2;SERV;EA;0.000;0.000;null;400.000000;MZ-SV-ENT-2;0.00;3200;400.000000;MZ-SV-ENT-2;E;Employee Awards;EMPLOYEE AWARDS
400.000000;ML_FG_001;FERT;EA;20.500.000;20.000.000;KG;400.000000;ML_FG_001;23000.00;7920;400.000000;ML_FG_001;E;Petrol Passenger Car;PETROL PASSENGER CAR
400.000000;607;HALB;EA;0.000;0.000;null;null;null;null;null;400.000000;607;E;exhaust_pipe;EXHAUST_PIPE
400.000000;MZ-TM-02;HALB;ST;1.000.000;0.000;LB;400.000000;MZ-TM-02;100.00;7900;400.000000;MZ-TM-02;E;PRODUCT - SEMI-FINISHED;PRODUCT - SEMI-FINISHED
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MR311341;HAWA;EA;0.200;0.200;KG;400.000000;MR311341;0.00;3100;400.000000;MR311341;E;BBQ Flavored Corn Chips;BBQ FLAVORED CORN CHIPS
400.000000;MRP_PROD06;FERT;EA;1.000;1.000;KG;400.000000;MRP_PROD06;1332.72;7920;400.000000;MRP_PROD06;E;MRP Product 06;MRP PRODUCT 06
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MR516206003;MODE;EA;0.200;0.200;KG;400.000000;MR516206003;0.00;3100;400.000000;MR516206003;E;Soft-Shell Jacket\, Shark\, Small;SOFT-SHELL JACKET\, SHARK\, SMALL
400.000000;MZ-SV-ENT-1;SERV;EA;0.000;0.000;null;400.000000;MZ-SV-ENT-1;0.00;3200;400.000000;MZ-SV-ENT-1;E;Cruise-Employee Event;CRUISE-EMPLOYEE EVENT
